person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg,earliest,latest,task_type,priority,window_minutes,slack_minutes,potentially_tight
P0847,F011,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",31.0,F011,F015,8,T1,1,77.5,2026-08-05 07:33,2026-08-07 07:41,shift,3,2888,2880,0
P0848,A03,F043,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5,2026-08-07 07:00,2026-08-09 08:46,shift,3,2986,2903,0
P0849,LAND,F014,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,A01,F014,40,T1,1,410.0,2026-08-09 07:20,2026-08-09 10:43,production,2,203,163,0
P0850,F022,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",33.0,F022,F033,8,T1,1,82.5,2026-08-04 09:47,2026-08-06 09:55,shift,3,2888,2880,0
P0851,LAND,F007,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,A01,F007,56,T1,1,582.5,2026-08-03 00:00,2026-08-05 08:05,shift,3,3365,3309,0
P0852,F021,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",37.0,F021,F027,9,T1,1,92.5,2026-08-03 07:31,2026-08-04 08:06,shift,3,1475,1466,0
P0853,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-04 10:52,2026-08-06 13:37,shift,3,3045,2969,0
P0854,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5,2026-08-05 09:51,2026-08-09 11:15,temporary,4,5844,5772,0
P0855,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5,2026-08-03 07:19,2026-08-04 08:30,shift,3,1511,1457,0
P0856,A03,F051,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5,2026-08-04 08:57,2026-08-07 10:47,shift,3,4430,4353,0
P0857,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5,2026-08-07 15:07,2026-08-08 16:10,shift,3,1503,1457,0
P0858,F040,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0,2026-08-07 12:05,2026-08-09 14:47,shift,3,3042,2948,0
P0859,F045,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-06 17:15,2026-08-09 18:38,shift,3,4403,4332,0
P0860,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0,2026-08-05 09:28,2026-08-09 23:59,temporary,4,6631,6591,0
P0861,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0,2026-08-04 09:55,2026-08-07 10:04,shift,3,4329,4322,0
P0862,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-06 07:44,2026-08-08 08:54,shift,3,2950,2897,0
P0863,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-06 07:00,2026-08-08 08:15,shift,3,2955,2898,0
P0864,F027,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F027,A01,46,T1,0,477.5,2026-08-03 09:06,2026-08-05 10:09,shift,3,2943,2897,0
P0865,A03,F050,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5,2026-08-08 09:33,2026-08-09 23:59,shift,3,2306,2178,0
P0866,F001,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5,2026-08-08 08:03,2026-08-09 23:59,shift,3,2396,2343,0
P0867,F004,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",36.0,F004,F007,9,T1,1,90.0,2026-08-03 08:10,2026-08-05 08:22,shift,3,2892,2883,0
P0868,A03,F040,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0,2026-08-06 09:13,2026-08-08 11:55,shift,3,3042,2948,0
P0869,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-05 06:41,2026-08-06 08:23,shift,3,1542,1484,0
P0870,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5,2026-08-07 07:53,2026-08-09 23:59,shift,3,3846,3769,0
P0871,F004,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",36.0,F004,F007,9,T1,1,90.0,2026-08-03 08:10,2026-08-06 08:22,shift,3,4332,4323,0
P0872,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-09 15:17,2026-08-09 23:59,shift,3,522,470,0
P0873,F028,F018,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",65.0,F028,F018,16,T1,1,162.5,2026-08-06 10:44,2026-08-09 11:02,shift,3,4338,4322,0
P0874,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5,2026-08-08 10:30,2026-08-08 13:46,production,2,196,141,0
P0875,F031,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",44.0,F031,F021,11,T1,1,110.0,2026-08-09 11:14,2026-08-09 23:59,shift,3,765,754,0
P0876,F051,F038,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",17.0,F051,F038,5,T1,1,42.5,2026-08-08 09:23,2026-08-09 09:28,shift,3,1445,1440,0
P0877,F033,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,227.0,"[""A01"", ""A02"", ""A03""]",239.0,F033,A02,58,T1,0,597.5,2026-08-04 08:58,2026-08-07 10:14,shift,3,4396,4338,0
P0878,F010,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",37.0,F010,F007,9,T1,1,92.5,2026-08-04 07:53,2026-08-06 08:27,shift,3,2914,2905,0
P0879,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0,2026-08-03 08:48,2026-08-04 09:40,shift,3,1492,1446,0
P0880,LAND,F040,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0,2026-08-03 06:00,2026-08-03 08:56,production,2,176,82,0
P0881,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-07 16:15,2026-08-07 19:43,production,2,208,135,0
P0882,F016,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5,2026-08-06 16:00,2026-08-07 17:13,shift,3,1513,1469,0
P0883,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-05 10:04,2026-08-06 11:25,shift,3,1521,1461,0
P0884,F041,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,F041,A03,76,T2,0,695.0,2026-08-03 10:52,2026-08-05 13:37,shift,3,3045,2969,0
P0885,F004,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",36.0,F004,F007,9,T1,1,90.0,2026-08-03 08:10,2026-08-05 08:22,shift,3,2892,2883,0
P0886,F020,F019,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",36.0,F020,F019,9,T1,1,90.0,2026-08-03 00:00,2026-08-05 10:58,shift,3,3538,3529,0
P0887,F010,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0,2026-08-04 09:41,2026-08-06 11:09,shift,3,2968,2916,0
P0888,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-05 10:09,2026-08-08 11:47,shift,3,4418,4366,0
P0889,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-03 00:00,2026-08-04 16:39,shift,3,2439,2387,0
P0890,F003,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",48.0,F003,F007,12,T1,1,120.0,2026-08-09 08:35,2026-08-09 10:52,production,2,137,125,0
P0891,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-08 08:44,2026-08-09 23:59,shift,3,2355,2302,0
P0892,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5,2026-08-08 11:45,2026-08-09 23:59,shift,3,2174,2116,0
P0893,LAND,F007,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,A01,F007,56,T1,1,582.5,2026-08-03 06:51,2026-08-04 08:05,shift,3,1514,1458,0
P0894,LAND,F045,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,A03,F045,71,T2,1,650.0,2026-08-07 14:23,2026-08-07 17:55,production,2,212,141,0
P0895,F003,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",48.0,F003,F007,12,T1,1,120.0,2026-08-08 09:19,2026-08-09 23:59,shift,3,2320,2308,0
P0896,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0,2026-08-04 08:12,2026-08-06 09:54,shift,3,2982,2922,0
P0897,A02,F027,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,191.0,"[""A01"", ""A02"", ""A03""]",198.0,A02,F027,48,T1,1,495.0,2026-08-06 15:07,2026-08-09 16:10,shift,3,4383,4335,0
P0898,F046,F047,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,241.0,"[""A02"", ""A01"", ""A03""]",15.0,F046,F047,4,T1,1,37.5,2026-08-06 10:00,2026-08-08 10:05,shift,3,2885,2881,0
P0899,F005,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,F005,A01,46,T1,0,475.0,2026-08-06 10:12,2026-08-08 11:04,shift,3,2932,2886,0
P0900,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-06 08:48,2026-08-08 09:57,shift,3,2949,2896,0
P0901,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5,2026-08-06 10:31,2026-08-08 11:13,shift,3,2922,2885,0
P0902,F015,F009,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",38.0,F015,F009,10,T1,1,95.0,2026-08-06 10:47,2026-08-08 10:58,shift,3,2891,2881,0
P0903,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5,2026-08-03 10:38,2026-08-03 12:54,production,2,136,126,0
P0904,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5,2026-08-08 07:26,2026-08-09 23:59,shift,3,2433,2356,0
P0905,F045,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",45.0,F045,F048,11,T1,1,112.5,2026-08-05 08:40,2026-08-08 09:14,shift,3,4354,4343,0
P0906,F016,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5,2026-08-08 10:32,2026-08-09 23:59,shift,3,2247,2203,0
P0907,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5,2026-08-06 10:21,2026-08-08 10:30,shift,3,2889,2881,0
P0908,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5,2026-08-06 07:55,2026-08-08 08:43,shift,3,2928,2880,0
P0909,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0,2026-08-09 08:59,2026-08-09 23:59,shift,3,900,853,0
P0910,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-05 09:15,2026-08-05 12:46,production,2,211,151,0
P0911,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5,2026-08-05 06:53,2026-08-07 08:55,temporary,4,3002,2904,0
P0912,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5,2026-08-07 07:53,2026-08-09 09:43,shift,3,2990,2913,0
P0913,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-07 17:15,2026-08-09 18:38,shift,3,2963,2892,0
P0914,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0,2026-08-04 12:01,2026-08-05 14:50,shift,3,1609,1508,0
P0915,F040,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0,2026-08-03 07:13,2026-08-03 11:08,production,2,235,141,0
P0916,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5,2026-08-05 07:11,2026-08-06 09:24,shift,3,1573,1445,0
P0917,F019,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,204.0,"[""A01"", ""A02"", ""A03""]",216.0,F019,A02,52,T1,0,540.0,2026-08-03 10:16,2026-08-04 11:45,shift,3,1529,1477,0
P0918,A01,F001,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,A01,F001,53,T1,1,547.5,2026-08-03 00:00,2026-08-04 07:43,shift,3,1903,1850,0
P0919,F012,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0,2026-08-04 10:54,2026-08-04 13:57,production,2,183,133,0
P0920,F043,F051,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",35.0,F043,F051,9,T1,1,87.5,2026-08-04 10:17,2026-08-06 10:29,shift,3,2892,2883,0
P0921,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5,2026-08-05 10:09,2026-08-08 11:47,shift,3,4418,4366,0
P0922,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0,2026-08-08 10:44,2026-08-09 11:34,shift,3,1490,1452,0
P0923,LAND,F011,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5,2026-08-05 06:36,2026-08-09 07:31,temporary,4,5815,5766,0
P0924,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5,2026-08-08 08:44,2026-08-09 23:59,shift,3,2355,2302,0
P0925,LAND,F003,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,A01,F003,47,T1,1,480.0,2026-08-07 06:16,2026-08-07 09:20,production,2,184,137,0
P0926,LAND,F026,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F026,49,T1,1,510.0,2026-08-03 07:14,2026-08-07 08:24,temporary,4,5830,5781,0
P0927,F003,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",48.0,F003,F007,12,T1,1,120.0,2026-08-08 09:19,2026-08-09 23:59,shift,3,2320,2308,0
P0928,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0,2026-08-03 11:38,2026-08-06 12:44,temporary,4,4386,4327,0
P0929,F031,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0,2026-08-05 11:38,2026-08-07 12:44,shift,3,2946,2887,0
P0930,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5,2026-08-03 08:07,2026-08-04 09:06,shift,3,1499,1457,0
P0931,F032,F025,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,202.0,"[""A01"", ""A02"", ""A03""]",79.0,F032,F025,19,T1,1,197.5,2026-08-09 08:20,2026-08-09 23:59,shift,3,939,920,0
P0932,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5,2026-08-07 11:45,2026-08-09 23:59,shift,3,3614,3556,0
P0933,LAND,F049,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,A02,F049,58,T1,1,597.5,2026-08-04 06:41,2026-08-07 08:23,shift,3,4422,4364,0
P0934,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0,2026-08-04 09:55,2026-08-06 10:04,shift,3,2889,2882,0
P0935,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5,2026-08-05 08:58,2026-08-06 10:14,shift,3,1516,1461,0
P0936,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5,2026-08-05 08:58,2026-08-07 10:14,shift,3,2956,2901,0
P0937,F036,F046,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",41.0,F036,F046,10,T1,1,102.5,2026-08-03 00:00,2026-08-04 08:10,shift,3,1930,1920,0
P0938,F031,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0,2026-08-04 11:38,2026-08-07 12:44,shift,3,4386,4327,0
P0939,F005,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,F005,A01,46,T1,0,475.0,2026-08-03 09:50,2026-08-04 10:42,shift,3,1492,1446,0
P0940,F041,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",20.0,F041,F045,5,T1,1,50.0,2026-08-03 10:20,2026-08-06 10:27,shift,3,4327,4322,0
P0941,F032,F025,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,202.0,"[""A01"", ""A02"", ""A03""]",79.0,F032,F025,19,T1,1,197.5,2026-08-06 08:20,2026-08-09 23:59,temporary,4,5259,5240,0
P0942,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5,2026-08-06 08:05,2026-08-08 08:56,shift,3,2931,2889,0
P0943,F026,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",35.0,F026,F033,9,T1,1,87.5,2026-08-05 07:45,2026-08-08 07:55,shift,3,4330,4321,0
P0944,F042,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0,2026-08-03 12:01,2026-08-06 14:50,shift,3,4489,4388,0
P0945,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5,2026-08-05 10:21,2026-08-07 10:30,shift,3,2889,2881,0
P0946,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0,2026-08-05 15:14,2026-08-08 16:13,shift,3,4379,4330,0
P0947,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5,2026-08-06 10:21,2026-08-07 10:30,shift,3,1449,1441,0
P0948,LAND,F045,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,A03,F045,71,T2,1,650.0,2026-08-03 08:54,2026-08-05 10:48,shift,3,2994,2923,0
P0949,F008,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,221.0,"[""A01"", ""A02"", ""A03""]",221.0,F008,A01,54,T1,0,552.5,2026-08-03 08:37,2026-08-06 09:54,shift,3,4397,4343,0
P0950,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5,2026-08-08 09:32,2026-08-09 23:59,shift,3,2307,2263,0
P0951,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5,2026-08-03 09:32,2026-08-06 11:13,shift,3,4421,4334,0
