aircraft_id,flight_no,stop_order,facility_id,arrival_time,departure_time,refuel
A02-T2-H02,10,1,F031,2026-08-09 12:34,2026-08-09 12:54,1
A02-T2-H02,10,2,F032,2026-08-09 13:05,2026-08-09 13:15,0
A02-T2-H02,10,3,F025,2026-08-09 13:37,2026-08-09 13:47,0
A02-T2-H02,10,4,A02,2026-08-09 14:43,,0
A02-T2-H03,1,0,A02,,2026-08-03 06:37,0
A02-T2-H03,1,1,F002,2026-08-03 07:46,2026-08-03 07:56,0
A02-T2-H03,1,2,F011,2026-08-03 08:23,2026-08-03 08:43,1
A02-T2-H03,1,3,F021,2026-08-03 09:31,2026-08-03 09:41,0
A02-T2-H03,1,4,A02,2026-08-03 10:41,,0
A02-T2-H03,2,0,A02,,2026-08-04 09:35,0
A02-T2-H03,2,1,F039,2026-08-04 10:37,2026-08-04 10:47,0
A02-T2-H03,2,2,F052,2026-08-04 10:59,2026-08-04 11:09,0
A02-T2-H03,2,3,F031,2026-08-04 11:24,2026-08-04 11:44,1
A02-T2-H03,2,4,A02,2026-08-04 12:50,,0
A02-T2-H03,3,0,A02,,2026-08-05 07:46,0
A02-T2-H03,3,1,F006,2026-08-05 08:59,2026-08-05 09:19,1
A02-T2-H03,3,2,F007,2026-08-05 09:23,2026-08-05 09:33,0
A02-T2-H03,3,3,F002,2026-08-05 09:42,2026-08-05 09:52,0
A02-T2-H03,3,4,A02,2026-08-05 11:01,,0
A02-T2-H03,4,0,A02,,2026-08-06 08:25,0
A02-T2-H03,4,1,F018,2026-08-06 09:24,2026-08-06 09:44,1
A02-T2-H03,4,2,F022,2026-08-06 09:53,2026-08-06 10:03,0
A02-T2-H03,4,3,A02,2026-08-06 11:00,,0
A02-T2-H03,5,0,A02,,2026-08-07 06:58,0
A02-T2-H03,5,1,F038,2026-08-07 08:12,2026-08-07 08:32,1
A02-T2-H03,5,2,F043,2026-08-07 08:46,2026-08-07 08:56,0
A02-T2-H03,5,3,A02,2026-08-07 10:22,,0
A02-T2-H03,6,0,A02,,2026-08-07 15:16,0
A02-T2-H03,6,1,F027,2026-08-07 16:10,2026-08-07 16:20,0
A02-T2-H03,6,2,F038,2026-08-07 17:05,2026-08-07 17:25,1
A02-T2-H03,6,3,F045,2026-08-07 17:34,2026-08-07 17:44,0
A02-T2-H03,6,4,A02,2026-08-07 18:58,,0
A02-T2-H03,7,0,A02,,2026-08-08 10:11,0
A02-T2-H03,7,1,F017,2026-08-08 10:58,2026-08-08 11:08,0
A02-T2-H03,7,2,F030,2026-08-08 11:15,2026-08-08 11:25,0
A02-T2-H03,7,3,A02,2026-08-08 12:15,,0
A02-T2-H03,8,0,A02,,2026-08-09 09:48,0
A02-T2-H03,8,1,F031,2026-08-09 10:54,2026-08-09 11:14,1
A02-T2-H03,8,2,F021,2026-08-09 11:26,2026-08-09 11:36,0
A02-T2-H03,8,3,A02,2026-08-09 12:36,,0
A02-T2-H04,1,0,A02,,2026-08-03 15:06,0
A02-T2-H04,1,1,F024,2026-08-03 16:06,2026-08-03 16:26,1
A02-T2-H04,1,2,F021,2026-08-03 16:35,2026-08-03 16:45,0
A02-T2-H04,1,3,F036,2026-08-03 16:53,2026-08-03 17:03,0
A02-T2-H04,1,4,A02,2026-08-03 18:02,,0
A02-T2-H04,2,0,A02,,2026-08-05 07:36,0
A02-T2-H04,2,1,F031,2026-08-05 08:42,2026-08-05 09:02,1
A02-T2-H04,2,2,F032,2026-08-05 09:13,2026-08-05 09:23,0
A02-T2-H04,2,3,F035,2026-08-05 09:33,2026-08-05 09:43,0
A02-T2-H04,2,4,A02,2026-08-05 10:55,,0
A02-T2-H04,3,0,A02,,2026-08-07 07:26,0
A02-T2-H04,3,1,F018,2026-08-07 08:25,2026-08-07 08:45,1
A02-T2-H04,3,2,F026,2026-08-07 08:49,2026-08-07 08:59,0
A02-T2-H04,3,3,F033,2026-08-07 09:09,2026-08-07 09:19,0
A02-T2-H04,3,4,A02,2026-08-07 10:25,,0
A02-T2-H04,4,0,A02,,2026-08-07 15:16,0
A02-T2-H04,4,1,F031,2026-08-07 16:22,2026-08-07 16:42,1
A02-T2-H04,4,2,F023,2026-08-07 16:49,2026-08-07 16:59,0
A02-T2-H04,4,3,A02,2026-08-07 18:12,,0
A02-T2-H04,5,0,A02,,2026-08-09 06:16,0
A02-T2-H04,5,1,F024,2026-08-09 07:16,2026-08-09 07:36,1
A02-T2-H04,5,2,F034,2026-08-09 07:47,2026-08-09 07:57,0
A02-T2-H04,5,3,F019,2026-08-09 08:10,2026-08-09 08:20,0
A02-T2-H04,5,4,A02,2026-08-09 09:19,,0
A02-T2-H04,6,0,A02,,2026-08-09 09:49,0
A02-T2-H04,6,1,F038,2026-08-09 11:03,2026-08-09 11:23,1
A02-T2-H04,6,2,F039,2026-08-09 11:35,2026-08-09 11:45,0
A02-T2-H04,6,3,A02,2026-08-09 12:47,,0
A02-T3-H01,1,0,A02,,2026-08-03 06:40,0
A02-T3-H01,1,1,F021,2026-08-03 07:50,2026-08-03 08:00,0
A02-T3-H01,1,2,F027,2026-08-03 08:12,2026-08-03 08:22,0
A02-T3-H01,1,3,A02,2026-08-03 09:25,,0
A02-T3-H01,2,0,A02,,2026-08-04 07:29,0
A02-T3-H01,2,1,F026,2026-08-04 08:39,2026-08-04 08:49,0
A02-T3-H01,2,2,F022,2026-08-04 08:57,2026-08-04 09:07,0
A02-T3-H01,2,3,A02,2026-08-04 10:13,,0
A02-T3-H01,3,0,A02,,2026-08-05 08:12,0
A02-T3-H01,3,1,F024,2026-08-05 09:22,2026-08-05 09:42,1
A02-T3-H01,3,2,F034,2026-08-05 09:54,2026-08-05 10:04,0
A02-T3-H01,3,3,A02,2026-08-05 11:25,,0
A02-T3-H01,4,0,A02,,2026-08-06 08:21,0
A02-T3-H01,4,1,F025,2026-08-06 09:26,2026-08-06 09:36,0
A02-T3-H01,4,2,F027,2026-08-06 09:47,2026-08-06 09:57,0
A02-T3-H01,4,3,A02,2026-08-06 11:00,,0
A02-T3-H01,5,0,A02,,2026-08-08 07:30,0
A02-T3-H01,5,1,F019,2026-08-08 08:39,2026-08-08 08:49,0
A02-T3-H01,5,2,F033,2026-08-08 08:57,2026-08-08 09:07,0
A02-T3-H01,5,3,A02,2026-08-08 10:23,,0
A02-T3-H01,6,0,A02,,2026-08-08 10:53,0
A02-T3-H01,6,1,F025,2026-08-08 11:58,2026-08-08 12:08,0
A02-T3-H01,6,2,A02,2026-08-08 13:13,,0
A02-T3-H01,7,0,A02,,2026-08-09 08:40,0
A02-T3-H01,7,1,F021,2026-08-09 09:50,2026-08-09 10:00,0
A02-T3-H01,7,2,F035,2026-08-09 10:13,2026-08-09 10:23,0
A02-T3-H01,7,3,F024,2026-08-09 10:41,2026-08-09 11:01,1
A02-T3-H01,7,4,A02,2026-08-09 12:11,,0
A02-T3-H02,1,0,A02,,2026-08-03 09:39,0
A02-T3-H02,1,1,F020,2026-08-03 10:38,2026-08-03 10:48,0
A02-T3-H02,1,2,F019,2026-08-03 11:00,2026-08-03 11:10,0
A02-T3-H02,1,3,A02,2026-08-03 12:19,,0
A02-T3-H02,2,0,A02,,2026-08-04 07:24,0
A02-T3-H02,2,1,F021,2026-08-04 08:34,2026-08-04 08:44,0
A02-T3-H02,2,2,F027,2026-08-04 08:56,2026-08-04 09:06,0
A02-T3-H02,2,3,A02,2026-08-04 10:09,,0
A02-T3-H02,3,0,A02,,2026-08-05 07:44,0
A02-T3-H02,3,1,F027,2026-08-05 08:47,2026-08-05 08:57,0
A02-T3-H02,3,2,F021,2026-08-05 09:09,2026-08-05 09:19,0
A02-T3-H02,3,3,A02,2026-08-05 10:29,,0
A02-T3-H02,4,0,A02,,2026-08-06 07:44,0
A02-T3-H02,4,1,F036,2026-08-06 08:52,2026-08-06 09:02,0
A02-T3-H02,4,2,F021,2026-08-06 09:11,2026-08-06 09:21,0
A02-T3-H02,4,3,A02,2026-08-06 10:31,,0
A02-T3-H02,5,0,A02,,2026-08-06 15:14,0
A02-T3-H02,5,1,F019,2026-08-06 16:23,2026-08-06 16:33,0
A02-T3-H02,5,2,F027,2026-08-06 16:44,2026-08-06 16:54,0
A02-T3-H02,5,3,A02,2026-08-06 17:57,,0
A02-T3-H02,6,0,A02,,2026-08-08 09:07,0
A02-T3-H02,6,1,F029,2026-08-08 10:16,2026-08-08 10:26,0
A02-T3-H02,6,2,F021,2026-08-08 10:32,2026-08-08 10:42,0
A02-T3-H02,6,3,A02,2026-08-08 11:52,,0
A02-T3-H02,7,0,A02,,2026-08-09 08:59,0
A02-T3-H02,7,1,F022,2026-08-09 10:05,2026-08-09 10:15,0
A02-T3-H02,7,2,A02,2026-08-09 11:21,,0
A03-T1-H01,1,0,A03,,2026-08-03 06:38,0
A03-T1-H01,1,1,F024,2026-08-03 07:37,2026-08-03 07:57,1
A03-T1-H01,1,2,F036,2026-08-03 08:11,2026-08-03 08:21,0
A03-T1-H01,1,3,F046,2026-08-03 08:31,2026-08-03 08:41,0
A03-T1-H01,1,4,F024,2026-08-03 09:05,2026-08-03 09:25,1
A03-T1-H01,1,5,A03,2026-08-03 10:24,,0
A03-T2-H01,1,0,A03,,2026-08-03 06:36,0
A03-T2-H01,1,1,F044,2026-08-03 08:03,2026-08-03 08:23,1
A03-T2-H01,1,2,F037,2026-08-03 08:38,2026-08-03 08:48,0
A03-T2-H01,1,3,F040,2026-08-03 08:56,2026-08-03 09:06,0
A03-T2-H01,1,4,F044,2026-08-03 09:14,2026-08-03 09:34,1
A03-T2-H01,1,5,A03,2026-08-03 11:01,,0
A03-T2-H01,2,0,A03,,2026-08-04 08:48,0
A03-T2-H01,2,1,F038,2026-08-04 10:00,2026-08-04 10:20,1
A03-T2-H01,2,2,F041,2026-08-04 10:32,2026-08-04 10:42,0
A03-T2-H01,2,3,F045,2026-08-04 10:48,2026-08-04 10:58,0
A03-T2-H01,2,4,A03,2026-08-04 12:09,,0
A03-T2-H01,3,0,A03,,2026-08-04 12:39,0
A03-T2-H01,3,1,F039,2026-08-04 13:40,2026-08-04 13:50,0
A03-T2-H01,3,2,F038,2026-08-04 14:02,2026-08-04 14:22,1
A03-T2-H01,3,3,F045,2026-08-04 14:31,2026-08-04 14:41,0
A03-T2-H01,3,4,A03,2026-08-04 15:52,,0
A03-T2-H01,4,0,A03,,2026-08-05 08:07,0
A03-T2-H01,4,1,F049,2026-08-05 09:14,2026-08-05 09:24,0
A03-T2-H01,4,2,F048,2026-08-05 09:34,2026-08-05 09:44,0
A03-T2-H01,4,3,F038,2026-08-05 09:49,2026-08-05 10:09,1
A03-T2-H01,4,4,A03,2026-08-05 11:21,,0
A03-T2-H01,5,0,A03,,2026-08-06 09:16,0
A03-T2-H01,5,1,F038,2026-08-06 10:28,2026-08-06 10:48,1
A03-T2-H01,5,2,F048,2026-08-06 10:53,2026-08-06 11:03,0
A03-T2-H01,5,3,F039,2026-08-06 11:12,2026-08-06 11:22,0
A03-T2-H01,5,4,A03,2026-08-06 12:23,,0
A03-T2-H01,6,0,A03,,2026-08-07 06:00,0
A03-T2-H01,6,1,F040,2026-08-07 07:34,2026-08-07 07:44,0
A03-T2-H01,6,2,F044,2026-08-07 07:52,2026-08-07 08:12,1
A03-T2-H01,6,3,F041,2026-08-07 08:23,2026-08-07 08:33,0
A03-T2-H01,6,4,A03,2026-08-07 09:49,,0
A03-T2-H01,7,0,A03,,2026-08-08 06:35,0
A03-T2-H01,7,1,F049,2026-08-08 07:42,2026-08-08 07:52,0
A03-T2-H01,7,2,F048,2026-08-08 08:02,2026-08-08 08:12,0
A03-T2-H01,7,3,F038,2026-08-08 08:17,2026-08-08 08:37,1
A03-T2-H01,7,4,A03,2026-08-08 09:49,,0
A03-T2-H01,8,0,A03,,2026-08-08 10:19,0
A03-T2-H01,8,1,F031,2026-08-08 11:29,2026-08-08 11:49,1
A03-T2-H01,8,2,F047,2026-08-08 11:56,2026-08-08 12:06,0
A03-T2-H01,8,3,F049,2026-08-08 12:12,2026-08-08 12:22,0
A03-T2-H01,8,4,A03,2026-08-08 13:29,,0
A03-T2-H01,9,0,A03,,2026-08-08 13:59,0
A03-T2-H01,9,1,F031,2026-08-08 15:09,2026-08-08 15:29,1
A03-T2-H01,9,2,F049,2026-08-08 15:41,2026-08-08 15:51,0
A03-T2-H01,9,3,F046,2026-08-08 15:56,2026-08-08 16:06,0
A03-T2-H01,9,4,A03,2026-08-08 17:10,,0
A03-T2-H01,10,0,A03,,2026-08-09 07:46,0
A03-T2-H01,10,1,F051,2026-08-09 09:03,2026-08-09 09:13,0
A03-T2-H01,10,2,F038,2026-08-09 09:18,2026-08-09 09:38,1
A03-T2-H01,10,3,A03,2026-08-09 10:50,,0
A03-T2-H01,11,0,A03,,2026-08-09 11:20,0
A03-T2-H01,11,1,F039,2026-08-09 12:21,2026-08-09 12:31,0
A03-T2-H01,11,2,F048,2026-08-09 12:40,2026-08-09 12:50,0
A03-T2-H01,11,3,F038,2026-08-09 12:55,2026-08-09 13:15,1
A03-T2-H01,11,4,A03,2026-08-09 14:27,,0
A03-T2-H02,1,0,A03,,2026-08-04 10:17,0
A03-T2-H02,1,1,F043,2026-08-04 11:40,2026-08-04 11:50,0
A03-T2-H02,1,2,F051,2026-08-04 12:00,2026-08-04 12:10,0
A03-T2-H02,1,3,F038,2026-08-04 12:15,2026-08-04 12:35,1
A03-T2-H02,1,4,A03,2026-08-04 13:47,,0
A03-T2-H02,2,0,A03,,2026-08-04 14:17,0
A03-T2-H02,2,1,F038,2026-08-04 15:29,2026-08-04 15:49,1
A03-T2-H02,2,2,F041,2026-08-04 16:01,2026-08-04 16:11,0
A03-T2-H02,2,3,F045,2026-08-04 16:17,2026-08-04 16:27,0
A03-T2-H02,2,4,A03,2026-08-04 17:38,,0
A03-T2-H02,3,0,A03,,2026-08-05 09:26,0
A03-T2-H02,3,1,F039,2026-08-05 10:27,2026-08-05 10:37,0
A03-T2-H02,3,2,F038,2026-08-05 10:49,2026-08-05 11:09,1
A03-T2-H02,3,3,F052,2026-08-05 11:20,2026-08-05 11:30,0
A03-T2-H02,3,4,A03,2026-08-05 12:42,,0
A03-T2-H02,4,0,A03,,2026-08-06 09:26,0
A03-T2-H02,4,1,F038,2026-08-06 10:38,2026-08-06 10:58,1
A03-T2-H02,4,2,F052,2026-08-06 11:09,2026-08-06 11:19,0
A03-T2-H02,4,3,A03,2026-08-06 12:31,,0
A03-T2-H02,5,0,A03,,2026-08-07 08:44,0
A03-T2-H02,5,1,F038,2026-08-07 09:56,2026-08-07 10:16,1
A03-T2-H02,5,2,F048,2026-08-07 10:21,2026-08-07 10:31,0
A03-T2-H02,5,3,F039,2026-08-07 10:40,2026-08-07 10:50,0
A03-T2-H02,5,4,A03,2026-08-07 11:51,,0
A03-T2-H02,6,0,A03,,2026-08-08 08:31,0
A03-T2-H02,6,1,F048,2026-08-08 09:41,2026-08-08 09:51,0
A03-T2-H02,6,2,F051,2026-08-08 10:00,2026-08-08 10:10,0
A03-T2-H02,6,3,F038,2026-08-08 10:15,2026-08-08 10:35,1
A03-T2-H02,6,4,A03,2026-08-08 11:47,,0
A03-T2-H02,7,0,A03,,2026-08-08 12:17,0
A03-T2-H02,7,1,F038,2026-08-08 13:29,2026-08-08 13:49,1
A03-T2-H02,7,2,F045,2026-08-08 13:58,2026-08-08 14:08,0
A03-T2-H02,7,3,A03,2026-08-08 15:19,,0
A03-T2-H02,8,0,A03,,2026-08-09 08:03,0
A03-T2-H02,8,1,F038,2026-08-09 09:15,2026-08-09 09:35,1
A03-T2-H02,8,2,F052,2026-08-09 09:46,2026-08-09 09:56,0
A03-T2-H02,8,3,A03,2026-08-09 11:08,,0
A03-T2-H02,9,0,A03,,2026-08-09 11:51,0
A03-T2-H02,9,1,F044,2026-08-09 13:18,2026-08-09 13:38,1
A03-T2-H02,9,2,F037,2026-08-09 13:53,2026-08-09 14:03,0
A03-T2-H02,9,3,F044,2026-08-09 14:18,2026-08-09 14:38,1
A03-T2-H02,9,4,A03,2026-08-09 16:05,,0
A03-T2-H03,1,0,A03,,2026-08-03 15:06,0
A03-T2-H03,1,1,F039,2026-08-03 16:07,2026-08-03 16:17,0
A03-T2-H03,1,2,F038,2026-08-03 16:29,2026-08-03 16:49,1
A03-T2-H03,1,3,F045,2026-08-03 16:58,2026-08-03 17:08,0
A03-T2-H03,1,4,A03,2026-08-03 18:19,,0
A03-T2-H03,2,0,A03,,2026-08-04 09:48,0
A03-T2-H03,2,1,F044,2026-08-04 11:15,2026-08-04 11:35,1
A03-T2-H03,2,2,F042,2026-08-04 11:51,2026-08-04 12:01,0
A03-T2-H03,2,3,F040,2026-08-04 12:09,2026-08-04 12:19,0
A03-T2-H03,2,4,F044,2026-08-04 12:27,2026-08-04 12:47,1
A03-T2-H03,2,5,A03,2026-08-04 14:14,,0
A03-T2-H03,3,0,A03,,2026-08-05 07:42,0
A03-T2-H03,3,1,F044,2026-08-05 09:09,2026-08-05 09:29,1
A03-T2-H03,3,2,F042,2026-08-05 09:45,2026-08-05 09:55,0
A03-T2-H03,3,3,F040,2026-08-05 10:03,2026-08-05 10:13,0
A03-T2-H03,3,4,F044,2026-08-05 10:21,2026-08-05 10:41,1
A03-T2-H03,3,5,A03,2026-08-05 12:08,,0
A03-T2-H03,4,0,A03,,2026-08-06 08:07,0
A03-T2-H03,4,1,F043,2026-08-06 09:30,2026-08-06 09:40,0
A03-T2-H03,4,2,F051,2026-08-06 09:50,2026-08-06 10:00,0
A03-T2-H03,4,3,F038,2026-08-06 10:05,2026-08-06 10:25,1
A03-T2-H03,4,4,A03,2026-08-06 11:37,,0
A03-T2-H03,5,0,A03,,2026-08-06 15:54,0
A03-T2-H03,5,1,F045,2026-08-06 17:05,2026-08-06 17:15,0
A03-T2-H03,5,2,F038,2026-08-06 17:24,2026-08-06 17:44,1
A03-T2-H03,5,3,F048,2026-08-06 17:49,2026-08-06 17:59,0
A03-T2-H03,5,4,A03,2026-08-06 19:09,,0
A03-T2-H03,6,0,A03,,2026-08-07 10:21,0
A03-T2-H03,6,1,F040,2026-08-07 11:55,2026-08-07 12:05,0
A03-T2-H03,6,2,F044,2026-08-07 12:13,2026-08-07 12:33,1
A03-T2-H03,6,3,F041,2026-08-07 12:44,2026-08-07 12:54,0
A03-T2-H03,6,4,A03,2026-08-07 14:10,,0
A03-T2-H03,7,0,A03,,2026-08-08 07:24,0
A03-T2-H03,7,1,F044,2026-08-08 08:51,2026-08-08 09:11,1
A03-T2-H03,7,2,F050,2026-08-08 09:37,2026-08-08 09:47,0
A03-T2-H03,7,3,F044,2026-08-08 10:13,2026-08-08 10:33,1
A03-T2-H03,7,4,F043,2026-08-08 10:39,2026-08-08 10:49,0
A03-T2-H03,7,5,A03,2026-08-08 12:12,,0
A03-T2-H03,8,0,A03,,2026-08-09 07:22,0
A03-T2-H03,8,1,F024,2026-08-09 08:29,2026-08-09 08:49,1
A03-T2-H03,8,2,F021,2026-08-09 08:58,2026-08-09 09:08,0
A03-T2-H03,8,3,F036,2026-08-09 09:16,2026-08-09 09:26,0
A03-T2-H03,8,4,A03,2026-08-09 10:29,,0
A03-T2-H03,9,0,A03,,2026-08-09 10:59,0
A03-T2-H03,9,1,F036,2026-08-09 12:02,2026-08-09 12:12,0
A03-T2-H03,9,2,F031,2026-08-09 12:20,2026-08-09 12:40,1
A03-T2-H03,9,3,F049,2026-08-09 12:52,2026-08-09 13:02,0
A03-T2-H03,9,4,A03,2026-08-09 14:09,,0
A03-T2-H03,10,0,A03,,2026-08-09 14:39,0
A03-T2-H03,10,1,F039,2026-08-09 15:40,2026-08-09 15:50,0
A03-T2-H03,10,2,F048,2026-08-09 15:59,2026-08-09 16:09,0
A03-T2-H03,10,3,F038,2026-08-09 16:14,2026-08-09 16:34,1
A03-T2-H03,10,4,A03,2026-08-09 17:46,,0
A03-T3-H01,1,0,A03,,2026-08-03 10:18,0
A03-T3-H01,1,1,F037,2026-08-03 12:12,2026-08-03 12:22,0
A03-T3-H01,1,2,F040,2026-08-03 12:31,2026-08-03 12:41,0
A03-T3-H01,1,3,F044,2026-08-03 12:50,2026-08-03 13:10,1
A03-T3-H01,1,4,A03,2026-08-03 14:51,,0
A03-T3-H01,2,0,A03,,2026-08-05 09:32,0
A03-T3-H01,2,1,F046,2026-08-05 10:46,2026-08-05 10:56,0
A03-T3-H01,2,2,F047,2026-08-05 11:01,2026-08-05 11:11,0
A03-T3-H01,2,3,F031,2026-08-05 11:19,2026-08-05 11:39,1
A03-T3-H01,2,4,A03,2026-08-05 13:00,,0
A03-T3-H01,3,0,A03,,2026-08-06 07:01,0
A03-T3-H01,3,1,F037,2026-08-06 08:55,2026-08-06 09:05,0
A03-T3-H01,3,2,F044,2026-08-06 09:23,2026-08-06 09:43,1
A03-T3-H01,3,3,A03,2026-08-06 11:24,,0
A03-T3-H01,4,0,A03,,2026-08-07 07:10,0
A03-T3-H01,4,1,F043,2026-08-07 08:46,2026-08-07 08:56,0
A03-T3-H01,4,2,F044,2026-08-07 09:03,2026-08-07 09:23,1
A03-T3-H01,4,3,F037,2026-08-07 09:41,2026-08-07 09:51,0
A03-T3-H01,4,4,A03,2026-08-07 11:45,,0
A03-T3-H01,5,0,A03,,2026-08-09 10:22,0
A03-T3-H01,5,1,F050,2026-08-09 12:30,2026-08-09 12:50,1
A03-T3-H01,5,2,A03,2026-08-09 14:58,,0
A03-T3-H02,1,0,A03,,2026-08-03 06:47,0
A03-T3-H02,1,1,F038,2026-08-03 08:11,2026-08-03 08:31,1
A03-T3-H02,1,2,F039,2026-08-03 08:45,2026-08-03 08:55,0
A03-T3-H02,1,3,A03,2026-08-03 10:06,,0
A03-T3-H02,2,0,A03,,2026-08-04 06:42,0
A03-T3-H02,2,1,F040,2026-08-04 08:30,2026-08-04 08:40,0
A03-T3-H02,2,2,F044,2026-08-04 08:49,2026-08-04 09:09,1
A03-T3-H02,2,3,F041,2026-08-04 09:22,2026-08-04 09:32,0
A03-T3-H02,2,4,A03,2026-08-04 11:00,,0
A03-T3-H02,3,0,A03,,2026-08-05 08:57,0
A03-T3-H02,3,1,F038,2026-08-05 10:21,2026-08-05 10:41,1
A03-T3-H02,3,2,F051,2026-08-05 10:47,2026-08-05 10:57,0
A03-T3-H02,3,3,F043,2026-08-05 11:09,2026-08-05 11:19,0
A03-T3-H02,3,4,A03,2026-08-05 12:55,,0
A03-T3-H02,4,0,A03,,2026-08-07 06:43,0
A03-T3-H02,4,1,F036,2026-08-07 07:56,2026-08-07 08:06,0
A03-T3-H02,4,2,F025,2026-08-07 08:14,2026-08-07 08:24,0
A03-T3-H02,4,3,A03,2026-08-07 09:35,,0
A03-T3-H02,5,0,A03,,2026-08-08 09:01,0
A03-T3-H02,5,1,F052,2026-08-08 10:24,2026-08-08 10:34,0
A03-T3-H02,5,2,F048,2026-08-08 10:42,2026-08-08 10:52,0
A03-T3-H02,5,3,F038,2026-08-08 10:58,2026-08-08 11:18,1
A03-T3-H02,5,4,A03,2026-08-08 12:42,,0
A03-T3-H03,1,0,A03,,2026-08-05 07:16,0
A03-T3-H03,1,1,F050,2026-08-05 09:24,2026-08-05 09:44,1
A03-T3-H03,1,2,F037,2026-08-05 09:58,2026-08-05 10:08,0
A03-T3-H03,1,3,A03,2026-08-05 12:02,,0
A03-T3-H03,2,0,A03,,2026-08-07 06:13,0
A03-T3-H03,2,1,F042,2026-08-07 08:10,2026-08-07 08:20,0
A03-T3-H03,2,2,F044,2026-08-07 08:38,2026-08-07 08:58,1
A03-T3-H03,2,3,A03,2026-08-07 10:39,,0
A03-T3-H03,3,0,A03,,2026-08-08 08:36,0
A03-T3-H03,3,1,F038,2026-08-08 10:00,2026-08-08 10:20,1
A03-T3-H03,3,2,F048,2026-08-08 10:26,2026-08-08 10:36,0
A03-T3-H03,3,3,F039,2026-08-08 10:46,2026-08-08 10:56,0
A03-T3-H03,3,4,A03,2026-08-08 12:07,,0
A03-T3-H03,4,0,A03,,2026-08-09 15:17,0
A03-T3-H03,4,1,F036,2026-08-09 16:30,2026-08-09 16:40,0
A03-T3-H03,4,2,A03,2026-08-09 17:53,,0
