route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count,absorption_score,absorption_components,compatible_neighbor_count,neighbor_slack_sum,absorption_rank
37,221,T3,A01,54,F013|F002,2,1.0,19|19|19|19,0,0,19,19,16,38,0.7037037037037037,16,0.448684211,"{""compatible_neighbors"": 0.3894736842105263, ""geometry"": 0.3894736842105263, ""land_flexibility"": 0.49473684210526314, ""low_passengers"": 0.11578947368421055, ""low_utilization"": 0.09473684210526312, ""neighbor_slack"": 0.8736842105263158, ""shared_facilities"": 0.4, ""source_time"": 0.8315789473684211}",95,798.0,61
35,171,T3,A01,43,F003|F007,2,0.6689662846333593,12|19|12,0,4.666666666666667,12,12,19,18,0.4186046511627907,25,0.444736842,"{""compatible_neighbors"": 0.368421052631579, ""geometry"": 0.368421052631579, ""land_flexibility"": 0.08421052631578951, ""low_passengers"": 0.42105263157894735, ""low_utilization"": 0.9578947368421052, ""neighbor_slack"": 0.2315789473684211, ""shared_facilities"": 0.6736842105263158, ""source_time"": 0.4526315789473684}",95,784.0,62
55,195,T3,A02,53,F019|F033|F022|F020,4,0.9321904345927058,19|18|6|12|19,0,4.2,19,19,15,22,0.41509433962264153,31,0.444736842,"{""compatible_neighbors"": 0.5789473684210527, ""geometry"": 0.5789473684210527, ""land_flexibility"": 0.0736842105263158, ""low_passengers"": 0.1578947368421053, ""low_utilization"": 0.5684210526315789, ""neighbor_slack"": 0.06315789473684208, ""shared_facilities"": 0.9157894736842105, ""source_time"": 0.6210526315789473}",95,777.0,63
54,151,T3,A01,53,F020|F019,2,1.0,19|19|19,0,0,19,19,15,38,0.7169811320754716,15,0.442105263,"{""compatible_neighbors"": 0.5684210526315789, ""geometry"": 0.5684210526315789, ""land_flexibility"": 0.5368421052631579, ""low_passengers"": 0.1473684210526316, ""low_utilization"": 0.13684210526315788, ""neighbor_slack"": 0.9157894736842105, ""shared_facilities"": 0.4421052631578948, ""source_time"": 0.2210526315789474}",95,798.0,64
18,184,T2,A03,32,F051,1,1.0,16|16|16,0,0,16,16,0,32,1.0,0,0.436842105,"{""compatible_neighbors"": 0.18947368421052635, ""geometry"": 0.18947368421052635, ""land_flexibility"": 0.8842105263157894, ""low_passengers"": 0.8210526315789474, ""low_utilization"": 0.021052631578947323, ""neighbor_slack"": 0.8, ""shared_facilities"": 0.052631578947368474, ""source_time"": 0.5368421052631579}",95,798.0,65
6,197,T3,A01,36,F024|F035,2,0.8893336001600961,17|7|19,0,4.666666666666667,17,19,0,36,1.0,0,0.432894737,"{""compatible_neighbors"": 0.06315789473684208, ""geometry"": 0.06315789473684208, ""land_flexibility"": 0.8526315789473684, ""low_passengers"": 0.6736842105263158, ""low_utilization"": 0.7052631578947368, ""neighbor_slack"": 0.19999999999999996, ""shared_facilities"": 0.2421052631578947, ""source_time"": 0.6631578947368422}",95,784.0,66
29,201,T3,A02,48,F036|F046,2,1.0,19|19|19|19,0,0,19,19,10,38,0.7916666666666666,10,0.432894737,"{""compatible_neighbors"": 0.3052631578947368, ""geometry"": 0.3052631578947368, ""land_flexibility"": 0.7157894736842105, ""low_passengers"": 0.27368421052631575, ""low_utilization"": 0.06315789473684208, ""neighbor_slack"": 0.8421052631578947, ""shared_facilities"": 0.26315789473684215, ""source_time"": 0.6947368421052631}",95,798.0,67
27,172,T3,A01,46,F028|F018,2,0.8040079277692138,12|18|18,1,3,12,18,16,30,0.6521739130434783,16,0.426315789,"{""compatible_neighbors"": 0.28421052631578947, ""geometry"": 0.28421052631578947, ""land_flexibility"": 0.4, ""low_passengers"": 0.3157894736842105, ""low_utilization"": 0.8736842105263158, ""neighbor_slack"": 0.41052631578947374, ""shared_facilities"": 0.3789473684210526, ""source_time"": 0.4631578947368421}",95,789.0,68
19,129,T2,A01,32,F018|F016,2,0.9811230964467005,16|9|16,0,2.3333333333333335,16,16,0,28,0.875,4,0.425,"{""compatible_neighbors"": 0.19999999999999996, ""geometry"": 0.19999999999999996, ""land_flexibility"": 0.7894736842105263, ""low_passengers"": 0.8315789473684211, ""low_utilization"": 0.2947368421052632, ""neighbor_slack"": 0.5052631578947369, ""shared_facilities"": 0.49473684210526314, ""source_time"": 0.08421052631578951}",95,791.0,69
36,184,T3,A01,57,F004|F007|F002,3,0.9344298245614036,17|15|17|19,0,2,17,19,21,26,0.45614035087719296,31,0.423684211,"{""compatible_neighbors"": 0.3789473684210526, ""geometry"": 0.3789473684210526, ""land_flexibility"": 0.13684210526315788, ""low_passengers"": 0.052631578947368474, ""low_utilization"": 0.5473684210526315, ""neighbor_slack"": 0.4526315789473684, ""shared_facilities"": 0.8947368421052632, ""source_time"": 0.5473684210526315}",95,790.0,70
11,102,T2,A01,25,F009,1,0.78125,12|13,3,3.5,12,13,0,20,0.8,5,0.418421053,"{""compatible_neighbors"": 0.11578947368421055, ""geometry"": 0.11578947368421055, ""land_flexibility"": 0.7263157894736842, ""low_passengers"": 0.9789473684210527, ""low_utilization"": 0.8947368421052632, ""neighbor_slack"": 0.4842105263157894, ""shared_facilities"": 0.03157894736842104, ""source_time"": 0.0}",95,791.0,71
39,158,T3,A01,45,F012|F015,2,0.83296783625731,17|19|14,0,2.3333333333333335,17,14,14,25,0.5555555555555556,20,0.418421053,"{""compatible_neighbors"": 0.41052631578947374, ""geometry"": 0.41052631578947374, ""land_flexibility"": 0.2421052631578947, ""low_passengers"": 0.33684210526315794, ""low_utilization"": 0.8315789473684211, ""neighbor_slack"": 0.5157894736842106, ""shared_facilities"": 0.2947368421052632, ""source_time"": 0.3052631578947368}",95,791.0,72
34,138,T3,A01,38,F025,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.417105263,"{""compatible_neighbors"": 0.35789473684210527, ""geometry"": 0.35789473684210527, ""land_flexibility"": 0.9052631578947369, ""low_passengers"": 0.5157894736842106, ""low_utilization"": 0.08421052631578951, ""neighbor_slack"": 0.8631578947368421, ""shared_facilities"": 0.11578947368421055, ""source_time"": 0.13684210526315788}",95,798.0,73
25,185,T3,A01,52,F004|F007|F006,3,0.9698624153745359,19|16|7|19,0,3.75,19,19,14,38,0.7307692307692307,14,0.413157895,"{""compatible_neighbors"": 0.26315789473684215, ""geometry"": 0.26315789473684215, ""land_flexibility"": 0.5894736842105264, ""low_passengers"": 0.18947368421052635, ""low_utilization"": 0.4, ""neighbor_slack"": 0.17894736842105263, ""shared_facilities"": 0.8631578947368421, ""source_time"": 0.5578947368421052}",95,783.0,74
3,187,T3,A01,36,F034,1,0.9473684210526315,18|18|18,1,1,18,18,0,36,1.0,0,0.410526316,"{""compatible_neighbors"": 0.03157894736842104, ""geometry"": 0.03157894736842104, ""land_flexibility"": 0.8421052631578947, ""low_passengers"": 0.6631578947368422, ""low_utilization"": 0.5052631578947369, ""neighbor_slack"": 0.6421052631578947, ""shared_facilities"": 0.0, ""source_time"": 0.5684210526315789}",95,795.0,75
32,118,T2,A01,38,F014|F017,2,0.8790492957746479,16|10|13,0,3,16,13,9,28,0.7368421052631579,10,0.407894737,"{""compatible_neighbors"": 0.33684210526315794, ""geometry"": 0.33684210526315794, ""land_flexibility"": 0.6, ""low_passengers"": 0.5052631578947369, ""low_utilization"": 0.7473684210526316, ""neighbor_slack"": 0.42105263157894735, ""shared_facilities"": 0.27368421052631575, ""source_time"": 0.04210526315789476}",95,789.0,76
14,167,T3,A01,36,F002|F003,2,0.7593984962406015,19|19|8,0,3.6666666666666665,19,8,9,17,0.4722222222222222,19,0.406578947,"{""compatible_neighbors"": 0.1473684210526316, ""geometry"": 0.1473684210526316, ""land_flexibility"": 0.1473684210526316, ""low_passengers"": 0.6842105263157895, ""low_utilization"": 0.9157894736842105, ""neighbor_slack"": 0.3157894736842105, ""shared_facilities"": 0.4842105263157894, ""source_time"": 0.41052631578947374}",95,787.0,77
21,177,T3,A02,38,F026|F018|F030,3,0.9488526087452905,19|10|12|19,0,4,19,19,0,27,0.7105263157894737,11,0.406578947,"{""compatible_neighbors"": 0.2210526315789474, ""geometry"": 0.2210526315789474, ""land_flexibility"": 0.5052631578947369, ""low_passengers"": 0.4736842105263158, ""low_utilization"": 0.49473684210526314, ""neighbor_slack"": 0.1473684210526316, ""shared_facilities"": 0.7052631578947368, ""source_time"": 0.4842105263157894}",95,782.0,78
44,165,T3,A02,49,F027|F021,2,0.9871602082128398,19|16|19,0,1,19,19,11,20,0.40816326530612246,29,0.406578947,"{""compatible_neighbors"": 0.4631578947368421, ""geometry"": 0.4631578947368421, ""land_flexibility"": 0.06315789473684208, ""low_passengers"": 0.26315789473684215, ""low_utilization"": 0.27368421052631575, ""neighbor_slack"": 0.6631578947368422, ""shared_facilities"": 0.6842105263157895, ""source_time"": 0.3789473684210526}",95,795.0,79
31,154,T3,A01,50,F030|F026,2,0.8469808726090762,19|19|13,0,2,19,13,18,32,0.64,18,0.405263158,"{""compatible_neighbors"": 0.3263157894736842, ""geometry"": 0.3263157894736842, ""land_flexibility"": 0.368421052631579, ""low_passengers"": 0.2210526315789474, ""low_utilization"": 0.8105263157894737, ""neighbor_slack"": 0.5473684210526315, ""shared_facilities"": 0.3894736842105263, ""source_time"": 0.25263157894736843}",95,792.0,80
8,136,T1,A02,30,F024|F027,2,0.8073989321128909,12|11|7,0,2,12,7,11,4,0.13333333333333333,26,0.398684211,"{""compatible_neighbors"": 0.08421052631578951, ""geometry"": 0.08421052631578951, ""land_flexibility"": 0.0, ""low_passengers"": 0.9473684210526316, ""low_utilization"": 0.8631578947368421, ""neighbor_slack"": 0.5263157894736843, ""shared_facilities"": 0.5578947368421052, ""source_time"": 0.12631578947368416}",95,792.0,81
4,193,T3,A02,37,F034,1,0.9737870065789473,19|19|18,0,0.3333333333333333,19,18,0,30,0.8108108108108109,7,0.390789474,"{""compatible_neighbors"": 0.04210526315789476, ""geometry"": 0.04210526315789476, ""land_flexibility"": 0.736842105263158, ""low_passengers"": 0.631578947368421, ""low_utilization"": 0.34736842105263155, ""neighbor_slack"": 0.7263157894736842, ""shared_facilities"": 0.010526315789473717, ""source_time"": 0.5894736842105264}",95,797.0,82
38,155,T3,A01,49,F011|F015,2,1.0,19|19|19,0,0,19,19,11,28,0.5714285714285714,21,0.375,"{""compatible_neighbors"": 0.4, ""geometry"": 0.4, ""land_flexibility"": 0.28421052631578947, ""low_passengers"": 0.25263157894736843, ""low_utilization"": 0.10526315789473684, ""neighbor_slack"": 0.8842105263157894, ""shared_facilities"": 0.41052631578947374, ""source_time"": 0.26315789473684215}",95,798.0,83
33,133,T3,A01,47,F017|F014,2,0.7902149740548554,10|18|19,0,3.3333333333333335,10,19,18,29,0.6170212765957447,18,0.372368421,"{""compatible_neighbors"": 0.34736842105263155, ""geometry"": 0.34736842105263155, ""land_flexibility"": 0.33684210526315794, ""low_passengers"": 0.2947368421052632, ""low_utilization"": 0.8842105263157894, ""neighbor_slack"": 0.368421052631579, ""shared_facilities"": 0.28421052631578947, ""source_time"": 0.11578947368421055}",95,788.0,84
24,163,T3,A01,49,F002|F004,2,1.0,19|19|19,0,0,19,19,11,34,0.6938775510204082,15,0.369736842,"{""compatible_neighbors"": 0.25263157894736843, ""geometry"": 0.25263157894736843, ""land_flexibility"": 0.4631578947368421, ""low_passengers"": 0.2421052631578947, ""low_utilization"": 0.052631578947368474, ""neighbor_slack"": 0.8315789473684211, ""shared_facilities"": 0.5052631578947369, ""source_time"": 0.35789473684210527}",95,798.0,85
10,207,T3,A03,57,F038|F045,2,1.0,19|19|19,0,0,19,19,19,37,0.6491228070175439,20,0.368421053,"{""compatible_neighbors"": 0.10526315789473684, ""geometry"": 0.10526315789473684, ""land_flexibility"": 0.3894736842105263, ""low_passengers"": 0.04210526315789476, ""low_utilization"": 0.010526315789473717, ""neighbor_slack"": 0.7894736842105263, ""shared_facilities"": 0.7684210526315789, ""source_time"": 0.736842105263158}",95,798.0,86
13,206,T3,A01,65,F009|F003|F008|F011,4,0.9617717132337016,19|18|18|17|18,0,1,19,18,28,34,0.5230769230769231,31,0.365789474,"{""compatible_neighbors"": 0.13684210526315788, ""geometry"": 0.13684210526315788, ""land_flexibility"": 0.18947368421052635, ""low_passengers"": 0.021052631578947323, ""low_utilization"": 0.4421052631578948, ""neighbor_slack"": 0.6210526315789473, ""shared_facilities"": 0.6526315789473685, ""source_time"": 0.7263157894736842}",95,793.0,87
23,148,T3,A01,38,F010,1,1.0,19|19,0,0,19,19,0,31,0.8157894736842105,7,0.357894737,"{""compatible_neighbors"": 0.2421052631578947, ""geometry"": 0.2421052631578947, ""land_flexibility"": 0.7578947368421053, ""low_passengers"": 0.4842105263157894, ""low_utilization"": 0.04210526315789476, ""neighbor_slack"": 0.8210526315789474, ""shared_facilities"": 0.09473684210526312, ""source_time"": 0.17894736842105263}",95,798.0,88
0,194,T2,A02,30,F032|F023,2,0.9236607142857143,14|7|16|16,0,2.75,14,16,0,16,0.5333333333333333,14,0.355263158,"{""compatible_neighbors"": 0.0, ""geometry"": 0.0, ""land_flexibility"": 0.21052631578947367, ""low_passengers"": 0.9368421052631579, ""low_utilization"": 0.6210526315789473, ""neighbor_slack"": 0.3052631578947368, ""shared_facilities"": 0.16842105263157892, ""source_time"": 0.6}",95,787.0,89
30,156,T3,A03,38,F036,1,1.0,19|19,0,0,19,19,0,24,0.631578947368421,14,0.35,"{""compatible_neighbors"": 0.3157894736842105, ""geometry"": 0.3157894736842105, ""land_flexibility"": 0.35789473684210527, ""low_passengers"": 0.49473684210526314, ""low_utilization"": 0.0736842105263158, ""neighbor_slack"": 0.8526315789473684, ""shared_facilities"": 0.10526315789473684, ""source_time"": 0.28421052631578947}",95,798.0,90
5,113,T2,A01,32,F014|F030,2,0.9947916666666666,16|14|16,0,0.6666666666666666,16,16,0,24,0.75,8,0.343421053,"{""compatible_neighbors"": 0.052631578947368474, ""geometry"": 0.052631578947368474, ""land_flexibility"": 0.6421052631578947, ""low_passengers"": 0.8, ""low_utilization"": 0.25263157894736843, ""neighbor_slack"": 0.7052631578947368, ""shared_facilities"": 0.2315789473684211, ""source_time"": 0.010526315789473717}",95,796.0,91
9,139,T3,A01,38,F016|F020,2,0.9717034521788341,19|9|19,0,3.3333333333333335,19,19,0,37,0.9736842105263158,1,0.340789474,"{""compatible_neighbors"": 0.09473684210526312, ""geometry"": 0.09473684210526312, ""land_flexibility"": 0.8315789473684211, ""low_passengers"": 0.4526315789473684, ""low_utilization"": 0.3789473684210526, ""neighbor_slack"": 0.35789473684210527, ""shared_facilities"": 0.368421052631579, ""source_time"": 0.1473684210526316}",95,788.0,92
7,127,T3,A01,38,F017|F030,2,0.950981932443048,19|6|19,0,4.333333333333333,19,19,0,30,0.7894736842105263,8,0.306578947,"{""compatible_neighbors"": 0.0736842105263158, ""geometry"": 0.0736842105263158, ""land_flexibility"": 0.7052631578947368, ""low_passengers"": 0.4421052631578948, ""low_utilization"": 0.4736842105263158, ""neighbor_slack"": 0.25263157894736843, ""shared_facilities"": 0.35789473684210527, ""source_time"": 0.0736842105263158}",95,785.0,93
20,150,T3,A02,38,F026,1,1.0,19|19,0,0,19,19,0,26,0.6842105263157895,12,0.306578947,"{""compatible_neighbors"": 0.21052631578947367, ""geometry"": 0.21052631578947367, ""land_flexibility"": 0.4421052631578948, ""low_passengers"": 0.4631578947368421, ""low_utilization"": 0.03157894736842104, ""neighbor_slack"": 0.8105263157894737, ""shared_facilities"": 0.08421052631578951, ""source_time"": 0.19999999999999996}",95,798.0,94
12,163,T3,A01,51,F008|F003,2,0.991130820399113,19|17|19,0,0.6666666666666666,19,19,13,32,0.6274509803921569,19,0.289473684,"{""compatible_neighbors"": 0.12631578947368416, ""geometry"": 0.12631578947368416, ""land_flexibility"": 0.34736842105263155, ""low_passengers"": 0.21052631578947367, ""low_utilization"": 0.26315789473684215, ""neighbor_slack"": 0.7157894736842105, ""shared_facilities"": 0.17894736842105263, ""source_time"": 0.34736842105263155}",95,796.0,95
2,130,T2,A01,45,F015|F009,2,1.0,16|16|16,0,0,16,16,13,22,0.4888888888888889,23,0.205263158,"{""compatible_neighbors"": 0.021052631578947323, ""geometry"": 0.021052631578947323, ""land_flexibility"": 0.16842105263157892, ""low_passengers"": 0.3263157894736842, ""low_utilization"": 0.0, ""neighbor_slack"": 0.7789473684210526, ""shared_facilities"": 0.2210526315789474, ""source_time"": 0.10526315789473684}",95,798.0,96
