route_index,aircraft_time,aircraft_type,base_airport,passenger_count,service_sequence,offshore_landing_count,utilization,per_leg_load,min_residual_seats,mean_residual_seats,outbound_passenger_count,inbound_passenger_count,shuttle_passenger_count,land_count,land_fraction,fixed_airport_count,absorption_score,absorption_components,compatible_neighbor_count,neighbor_slack_sum,absorption_rank
64,161,T3,A01,56,F001|F016,2,1.0,19|19|19,0,0,19,19,18,33,0.5892857142857143,23,0.462765957,"{""compatible_neighbors"": 0.6808510638297872, ""geometry"": 0.6808510638297872, ""land_flexibility"": 0.2978723404255319, ""low_passengers"": 0.04255319148936165, ""low_utilization"": 0.15957446808510634, ""neighbor_slack"": 0.9468085106382979, ""shared_facilities"": 0.574468085106383, ""source_time"": 0.3191489361702128}",94,731.0,60
6,164,T2,A03,32,F038,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.46143617,"{""compatible_neighbors"": 0.06382978723404253, ""geometry"": 0.06382978723404253, ""land_flexibility"": 0.8829787234042553, ""low_passengers"": 0.7872340425531915, ""low_utilization"": 0.05319148936170215, ""neighbor_slack"": 0.8404255319148937, ""shared_facilities"": 0.6170212765957447, ""source_time"": 0.3829787234042553}",94,731.0,61
41,162,T3,A01,49,F027|F021,2,0.9738022185508615,19|13|19,0,2,19,19,11,38,0.7755102040816326,11,0.456117021,"{""compatible_neighbors"": 0.43617021276595747, ""geometry"": 0.43617021276595747, ""land_flexibility"": 0.6702127659574468, ""low_passengers"": 0.25531914893617025, ""low_utilization"": 0.36170212765957444, ""neighbor_slack"": 0.5, ""shared_facilities"": 0.6595744680851063, ""source_time"": 0.32978723404255317}",94,725.0,62
19,221,T3,A01,54,F006|F013|F002,3,1.0,19|19|19|19,0,0,19,19,16,38,0.7037037037037037,16,0.45212766,"{""compatible_neighbors"": 0.2021276595744681, ""geometry"": 0.2021276595744681, ""land_flexibility"": 0.574468085106383, ""low_passengers"": 0.07446808510638303, ""low_utilization"": 0.0957446808510638, ""neighbor_slack"": 0.8829787234042553, ""shared_facilities"": 0.7340425531914894, ""source_time"": 0.851063829787234}",94,731.0,63
50,230,T3,A03,74,F039|F048|F038|F045,4,0.9424985952425547,19|18|0|19|18,0,4.2,19,18,37,27,0.36486486486486486,47,0.449468085,"{""compatible_neighbors"": 0.5319148936170213, ""geometry"": 0.5319148936170213, ""land_flexibility"": 0.021276595744680882, ""low_passengers"": 0.0, ""low_utilization"": 0.574468085106383, ""neighbor_slack"": 0.04255319148936165, ""shared_facilities"": 1.0, ""source_time"": 0.8936170212765957}",94,710.0,64
28,221,T3,A03,54,F052|F048,2,0.9738708473310936,19|19|18|18,0,0.5,19,18,17,34,0.6296296296296297,20,0.448138298,"{""compatible_neighbors"": 0.2978723404255319, ""geometry"": 0.2978723404255319, ""land_flexibility"": 0.36170212765957444, ""low_passengers"": 0.08510638297872342, ""low_utilization"": 0.35106382978723405, ""neighbor_slack"": 0.6808510638297872, ""shared_facilities"": 0.648936170212766, ""source_time"": 0.8617021276595744}",94,729.0,65
63,158,T3,A01,47,F012|F015,2,0.883650097465887,19|19|14,0,1.6666666666666667,19,14,14,23,0.48936170212765956,24,0.445478723,"{""compatible_neighbors"": 0.6702127659574468, ""geometry"": 0.6702127659574468, ""land_flexibility"": 0.06382978723404253, ""low_passengers"": 0.34042553191489366, ""low_utilization"": 0.7765957446808511, ""neighbor_slack"": 0.5425531914893618, ""shared_facilities"": 0.2021276595744681, ""source_time"": 0.2978723404255319}",94,726.0,66
17,174,T3,A01,38,F007|F006,2,0.9847128193928806,19|9|19,0,3.3333333333333335,19,19,0,35,0.9210526315789473,3,0.442819149,"{""compatible_neighbors"": 0.18085106382978722, ""geometry"": 0.18085106382978722, ""land_flexibility"": 0.8085106382978724, ""low_passengers"": 0.5531914893617021, ""low_utilization"": 0.25531914893617025, ""neighbor_slack"": 0.34042553191489366, ""shared_facilities"": 0.7234042553191489, ""source_time"": 0.5}",94,721.0,67
59,163,T3,A02,49,F018|F026,2,1.0,19|19|19,0,0,19,19,11,20,0.40816326530612246,29,0.441489362,"{""compatible_neighbors"": 0.6276595744680851, ""geometry"": 0.6276595744680851, ""land_flexibility"": 0.03191489361702127, ""low_passengers"": 0.276595744680851, ""low_utilization"": 0.14893617021276595, ""neighbor_slack"": 0.9361702127659575, ""shared_facilities"": 0.5106382978723405, ""source_time"": 0.37234042553191493}",94,731.0,68
15,200,T3,A02,38,F023,1,1.0,19|19|19,0,0,19,19,0,38,1.0,0,0.433510638,"{""compatible_neighbors"": 0.15957446808510634, ""geometry"": 0.15957446808510634, ""land_flexibility"": 0.9042553191489362, ""low_passengers"": 0.5425531914893618, ""low_utilization"": 0.08510638297872342, ""neighbor_slack"": 0.8723404255319149, ""shared_facilities"": 0.05319148936170215, ""source_time"": 0.6914893617021276}",94,731.0,69
23,167,T3,A01,47,F002|F003,2,0.987924356345409,19|17|19,0,0.6666666666666666,19,19,9,38,0.8085106382978723,9,0.430851064,"{""compatible_neighbors"": 0.24468085106382975, ""geometry"": 0.24468085106382975, ""land_flexibility"": 0.7340425531914894, ""low_passengers"": 0.32978723404255317, ""low_utilization"": 0.24468085106382975, ""neighbor_slack"": 0.6702127659574468, ""shared_facilities"": 0.5638297872340425, ""source_time"": 0.4148936170212766}",94,729.0,70
20,236,T3,A01,50,F010|F007|F013|F006,4,0.8464609800362977,15|19|3|17|19,0,4.4,15,19,16,25,0.5,25,0.429521277,"{""compatible_neighbors"": 0.21276595744680848, ""geometry"": 0.21276595744680848, ""land_flexibility"": 0.08510638297872342, ""low_passengers"": 0.23404255319148937, ""low_utilization"": 0.8404255319148937, ""neighbor_slack"": 0.03191489361702127, ""shared_facilities"": 0.9148936170212766, ""source_time"": 0.9042553191489362}",94,709.0,71
30,171,T3,A01,54,F003|F007,2,0.9222209858684767,19|19|16,0,1,19,16,19,31,0.5740740740740741,23,0.428191489,"{""compatible_neighbors"": 0.3191489361702128, ""geometry"": 0.3191489361702128, ""land_flexibility"": 0.21276595744680848, ""low_passengers"": 0.0957446808510638, ""low_utilization"": 0.6808510638297872, ""neighbor_slack"": 0.648936170212766, ""shared_facilities"": 0.6808510638297872, ""source_time"": 0.46808510638297873}",94,728.0,72
32,196,T2,A03,45,F039|F052,2,1.0,16|16|16|16,0,0,16,16,13,26,0.5777777777777777,19,0.428191489,"{""compatible_neighbors"": 0.34042553191489366, ""geometry"": 0.34042553191489366, ""land_flexibility"": 0.24468085106382975, ""low_passengers"": 0.4042553191489362, ""low_utilization"": 0.1063829787234043, ""neighbor_slack"": 0.8936170212765957, ""shared_facilities"": 0.43617021276595747, ""source_time"": 0.6595744680851063}",94,731.0,73
34,144,T3,A01,38,F029,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.426861702,"{""compatible_neighbors"": 0.36170212765957444, ""geometry"": 0.36170212765957444, ""land_flexibility"": 0.925531914893617, ""low_passengers"": 0.5638297872340425, ""low_utilization"": 0.11702127659574468, ""neighbor_slack"": 0.9042553191489362, ""shared_facilities"": 0.0, ""source_time"": 0.18085106382978722}",94,731.0,74
35,129,T2,A01,45,F016|F005,2,0.9714330808080808,15|16|16,0,0.3333333333333333,15,16,14,30,0.6666666666666666,15,0.417553191,"{""compatible_neighbors"": 0.37234042553191493, ""geometry"": 0.37234042553191493, ""land_flexibility"": 0.5, ""low_passengers"": 0.4148936170212766, ""low_utilization"": 0.3829787234042553, ""neighbor_slack"": 0.7446808510638299, ""shared_facilities"": 0.44680851063829785, ""source_time"": 0.1063829787234043}",94,730.0,75
25,100,T2,A01,24,F014,1,0.75,12|12,4,4,12,12,0,15,0.625,9,0.41356383,"{""compatible_neighbors"": 0.26595744680851063, ""geometry"": 0.26595744680851063, ""land_flexibility"": 0.35106382978723405, ""low_passengers"": 0.9893617021276596, ""low_utilization"": 0.9468085106382979, ""neighbor_slack"": 0.42553191489361697, ""shared_facilities"": 0.06382978723404253, ""source_time"": 0.0}",94,723.0,76
44,151,T3,A01,53,F020|F019,2,0.9815597387629658,19|15|19,0,1.3333333333333333,19,19,15,38,0.7169811320754716,15,0.41356383,"{""compatible_neighbors"": 0.46808510638297873, ""geometry"": 0.46808510638297873, ""land_flexibility"": 0.5957446808510638, ""low_passengers"": 0.14893617021276595, ""low_utilization"": 0.2872340425531915, ""neighbor_slack"": 0.6276595744680851, ""shared_facilities"": 0.45744680851063835, ""source_time"": 0.25531914893617025}",94,727.0,77
26,169,T3,A01,52,F026|F033,2,0.9743618703410888,19|19|18,0,0.3333333333333333,19,18,15,37,0.7115384615384616,15,0.412234043,"{""compatible_neighbors"": 0.276595744680851, ""geometry"": 0.276595744680851, ""land_flexibility"": 0.5851063829787234, ""low_passengers"": 0.2021276595744681, ""low_utilization"": 0.34042553191489366, ""neighbor_slack"": 0.7340425531914894, ""shared_facilities"": 0.42553191489361697, ""source_time"": 0.45744680851063835}",94,730.0,78
27,155,T3,A01,45,F011|F015,2,0.9049396540997885,19|19|15,0,1.3333333333333333,19,15,11,26,0.5777777777777777,19,0.390957447,"{""compatible_neighbors"": 0.2872340425531915, ""geometry"": 0.2872340425531915, ""land_flexibility"": 0.23404255319148937, ""low_passengers"": 0.3936170212765957, ""low_utilization"": 0.7446808510638299, ""neighbor_slack"": 0.6170212765957447, ""shared_facilities"": 0.276595744680851, ""source_time"": 0.2872340425531915}",94,727.0,79
8,166,T2,A02,32,F011|F028,2,0.9898167006109979,16|12|16,0,1.3333333333333333,16,16,0,25,0.78125,7,0.38962766,"{""compatible_neighbors"": 0.08510638297872342, ""geometry"": 0.08510638297872342, ""land_flexibility"": 0.6914893617021276, ""low_passengers"": 0.7978723404255319, ""low_utilization"": 0.23404255319148937, ""neighbor_slack"": 0.574468085106383, ""shared_facilities"": 0.25531914893617025, ""source_time"": 0.3936170212765957}",94,727.0,80
16,169,T3,A01,51,F004|F007,2,0.8421052631578947,19|19|13,0,2,19,13,19,26,0.5098039215686274,25,0.386968085,"{""compatible_neighbors"": 0.17021276595744683, ""geometry"": 0.17021276595744683, ""land_flexibility"": 0.12765957446808507, ""low_passengers"": 0.22340425531914898, ""low_utilization"": 0.851063829787234, ""neighbor_slack"": 0.4787234042553191, ""shared_facilities"": 0.6276595744680851, ""source_time"": 0.44680851063829785}",94,725.0,81
24,173,T3,A01,53,F007|F002,2,0.9645833333333333,18|16|19,0,1.3333333333333333,18,19,16,27,0.5094339622641509,26,0.377659574,"{""compatible_neighbors"": 0.25531914893617025, ""geometry"": 0.25531914893617025, ""land_flexibility"": 0.11702127659574468, ""low_passengers"": 0.13829787234042556, ""low_utilization"": 0.42553191489361697, ""neighbor_slack"": 0.6063829787234043, ""shared_facilities"": 0.7446808510638299, ""source_time"": 0.4787234042553191}",94,727.0,82
31,206,T3,A01,66,F009|F003|F008|F011,4,0.9635044401126273,19|17|17|14|19,0,1.8,19,19,28,32,0.48484848484848486,34,0.373670213,"{""compatible_neighbors"": 0.32978723404255317, ""geometry"": 0.32978723404255317, ""land_flexibility"": 0.05319148936170215, ""low_passengers"": 0.010638297872340385, ""low_utilization"": 0.44680851063829785, ""neighbor_slack"": 0.37234042553191493, ""shared_facilities"": 0.6914893617021276, ""source_time"": 0.7553191489361702}",94,722.0,83
22,205,T2,A03,61,F045|F048|F039,3,0.9839857651245552,16|13|13|16|16,0,1.2,16,16,29,30,0.4918032786885246,31,0.372340426,"{""compatible_neighbors"": 0.23404255319148937, ""geometry"": 0.23404255319148937, ""land_flexibility"": 0.07446808510638303, ""low_passengers"": 0.03191489361702127, ""low_utilization"": 0.26595744680851063, ""neighbor_slack"": 0.4893617021276596, ""shared_facilities"": 0.925531914893617, ""source_time"": 0.7234042553191489}",94,725.0,84
11,113,T2,A01,32,F017|F030,2,0.9417910447761194,16|3|16,0,4.333333333333333,16,16,0,26,0.8125,6,0.359042553,"{""compatible_neighbors"": 0.11702127659574468, ""geometry"": 0.11702127659574468, ""land_flexibility"": 0.7553191489361702, ""low_passengers"": 0.8085106382978724, ""low_utilization"": 0.5851063829787234, ""neighbor_slack"": 0.2021276595744681, ""shared_facilities"": 0.26595744680851063, ""source_time"": 0.021276595744680882}",94,718.0,85
0,123,T2,A01,32,F016|F020,2,0.9663978494623656,16|6|16,0,3.3333333333333335,16,16,0,31,0.96875,1,0.349734043,"{""compatible_neighbors"": 0.0, ""geometry"": 0.0, ""land_flexibility"": 0.8297872340425532, ""low_passengers"": 0.7553191489361702, ""low_utilization"": 0.4042553191489362, ""neighbor_slack"": 0.32978723404255317, ""shared_facilities"": 0.4042553191489362, ""source_time"": 0.07446808510638303}",94,721.0,86
7,148,T3,A01,38,F028,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.343085106,"{""compatible_neighbors"": 0.07446808510638303, ""geometry"": 0.07446808510638303, ""land_flexibility"": 0.8936170212765957, ""low_passengers"": 0.5319148936170213, ""low_utilization"": 0.06382978723404253, ""neighbor_slack"": 0.851063829787234, ""shared_facilities"": 0.04255319148936165, ""source_time"": 0.21276595744680848}",94,731.0,87
3,116,T2,A01,32,F022,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.337765957,"{""compatible_neighbors"": 0.03191489361702127, ""geometry"": 0.03191489361702127, ""land_flexibility"": 0.8617021276595744, ""low_passengers"": 0.7765957446808511, ""low_utilization"": 0.021276595744680882, ""neighbor_slack"": 0.8085106382978724, ""shared_facilities"": 0.12765957446808507, ""source_time"": 0.04255319148936165}",94,731.0,88
14,163,T3,A01,47,F008|F003,2,0.9103746061384059,19|19|15,0,1.3333333333333333,19,15,13,25,0.5319148936170213,22,0.328457447,"{""compatible_neighbors"": 0.14893617021276595, ""geometry"": 0.14893617021276595, ""land_flexibility"": 0.15957446808510634, ""low_passengers"": 0.3085106382978723, ""low_utilization"": 0.7340425531914894, ""neighbor_slack"": 0.5957446808510638, ""shared_facilities"": 0.17021276595744683, ""source_time"": 0.36170212765957444}",94,727.0,89
2,116,T2,A01,32,F022,1,1.0,16|16,0,0,16,16,0,32,1.0,0,0.32712766,"{""compatible_neighbors"": 0.021276595744680882, ""geometry"": 0.021276595744680882, ""land_flexibility"": 0.851063829787234, ""low_passengers"": 0.7659574468085106, ""low_utilization"": 0.010638297872340385, ""neighbor_slack"": 0.7978723404255319, ""shared_facilities"": 0.11702127659574468, ""source_time"": 0.03191489361702127}",94,731.0,90
4,140,T3,A01,38,F019,1,1.0,19|19,0,0,19,19,0,38,1.0,0,0.32712766,"{""compatible_neighbors"": 0.04255319148936165, ""geometry"": 0.04255319148936165, ""land_flexibility"": 0.8723404255319149, ""low_passengers"": 0.5106382978723405, ""low_utilization"": 0.03191489361702127, ""neighbor_slack"": 0.8191489361702128, ""shared_facilities"": 0.13829787234042556, ""source_time"": 0.15957446808510634}",94,731.0,91
5,148,T3,A01,38,F010,1,1.0,19|19,0,0,19,19,0,37,0.9736842105263158,1,0.321808511,"{""compatible_neighbors"": 0.05319148936170215, ""geometry"": 0.05319148936170215, ""land_flexibility"": 0.8404255319148937, ""low_passengers"": 0.5212765957446808, ""low_utilization"": 0.04255319148936165, ""neighbor_slack"": 0.8297872340425532, ""shared_facilities"": 0.03191489361702127, ""source_time"": 0.2021276595744681}",94,731.0,92
9,163,T3,A01,49,F002|F004,2,1.0,19|19|19,0,0,19,19,11,26,0.5306122448979592,23,0.285904255,"{""compatible_neighbors"": 0.0957446808510638, ""geometry"": 0.0957446808510638, ""land_flexibility"": 0.14893617021276595, ""low_passengers"": 0.24468085106382975, ""low_utilization"": 0.07446808510638303, ""neighbor_slack"": 0.8617021276595744, ""shared_facilities"": 0.4148936170212766, ""source_time"": 0.35106382978723405}",94,731.0,93
13,130,T2,A01,44,F015|F009,2,0.9556962025316456,16|13|15,0,1.3333333333333333,16,15,13,24,0.5454545454545454,20,0.281914894,"{""compatible_neighbors"": 0.13829787234042556, ""geometry"": 0.13829787234042556, ""land_flexibility"": 0.19148936170212771, ""low_passengers"": 0.44680851063829785, ""low_utilization"": 0.46808510638297873, ""neighbor_slack"": 0.5851063829787234, ""shared_facilities"": 0.15957446808510634, ""source_time"": 0.12765957446808507}",94,727.0,94
1,126,T1,A02,24,F024,1,1.0,12|12,0,0,12,12,0,14,0.5833333333333334,10,0.280585106,"{""compatible_neighbors"": 0.010638297872340385, ""geometry"": 0.010638297872340385, ""land_flexibility"": 0.25531914893617025, ""low_passengers"": 0.9787234042553191, ""low_utilization"": 0.0, ""neighbor_slack"": 0.7872340425531915, ""shared_facilities"": 0.1063829787234043, ""source_time"": 0.0957446808510638}",94,731.0,95
