person_id,task_type,arrival_margin_minutes
P1448,shift,752
P1449,shift,2881
P1450,shift,2880
P1451,shift,2872
P1452,shift,689
P1453,shift,2880
P1454,shift,743
P1455,shift,2815
P1456,shift,1438
P1457,shift,366
P1458,shift,939
P1459,shift,2662
P1460,shift,1388
P1461,shift,1440
P1462,shift,2880
P1463,production,67
P1464,shift,1582
P1465,shift,2271
P1466,shift,1440
P1467,shift,26
P1468,shift,2864
P1469,shift,93
P1470,shift,1477
P1471,shift,2880
P1472,shift,749
P1473,temporary,922
P1474,shift,983
P1475,production,51
P1476,shift,2827
P1477,shift,1398
P1478,shift,2880
P1479,shift,1450
P1480,shift,683
P1481,shift,1440
P1482,production,48
P1483,shift,708
P1484,shift,1440
P1485,shift,1425
P1486,shift,1432
P1487,shift,0
P1488,shift,1130
P1489,temporary,3091
P1490,shift,1467
P1491,shift,1746
P1492,shift,1440
P1493,shift,109
P1494,shift,2799
P1495,shift,3608
P1496,shift,667
P1497,shift,1440
P1498,shift,864
P1499,shift,743
P1500,shift,1430
P1501,temporary,2624
P1502,shift,1432
P1503,shift,1476
P1504,shift,1423
P1505,shift,1483
P1506,shift,1302
P1507,shift,1438
P1508,shift,199
P1509,shift,888
P1510,shift,2879
P1511,shift,1639
P1512,shift,26
P1513,shift,833
P1514,shift,1599
P1515,shift,1394
P1516,shift,2846
P1517,shift,717
P1518,shift,1595
P1519,shift,1395
P1520,shift,2417
P1521,shift,109
P1522,shift,2865
P1523,shift,1384
P1524,shift,1409
P1525,shift,2264
P1526,production,125
P1527,shift,744
P1528,shift,2880
P1529,shift,1315
P1530,shift,4068
P1531,shift,1360
P1532,shift,2875
P1533,shift,1592
P1534,shift,2876
P1535,shift,1009
P1536,shift,2835
P1537,shift,269
P1538,shift,758
P1539,shift,1549
P1540,shift,581
P1541,shift,2880
P1542,shift,2925
P1543,shift,2826
P1544,shift,834
P1545,shift,1279
P1546,shift,1399
P1547,shift,4314
P1548,temporary,753
P1549,shift,2222
P1550,production,22
P1551,shift,53
P1552,shift,41
P1553,shift,72
P1554,shift,2880
P1555,shift,708
P1556,shift,3097
P1557,emergency,24
P1558,shift,1421
P1559,shift,2880
P1560,shift,2326
P1561,shift,2823
P1562,shift,1415
P1563,production,27
P1564,shift,849
P1565,shift,1435
P1566,shift,130
P1567,shift,1395
P1568,shift,1526
P1569,shift,2298
P1570,shift,2880
P1571,shift,208
P1572,production,78
P1573,temporary,3221
P1574,shift,1449
P1575,shift,826
P1576,shift,3388
P1577,shift,1387
P1578,shift,1367
P1579,shift,778
P1580,shift,849
P1581,shift,2866
P1582,production,101
P1583,shift,2918
P1584,shift,679
P1585,shift,1393
P1586,shift,1402
P1587,production,46
P1588,shift,1411
P1589,shift,2262
P1590,shift,2397
P1591,shift,2773
P1592,shift,1440
P1593,shift,2880
P1594,production,34
P1595,shift,2256
P1596,shift,4275
P1597,shift,2887
P1598,shift,1403
P1599,shift,1443
P1600,shift,1498
P1601,shift,2611
P1602,shift,1444
P1603,production,19
P1604,shift,73
P1605,shift,208
P1606,temporary,2870
P1607,production,68
P1608,shift,2863
P1609,production,90
P1610,shift,1309
P1611,shift,2890
P1612,shift,930
P1613,shift,2163
P1614,production,47
P1615,shift,2903
P1616,shift,56
P1617,shift,2900
P1618,shift,811
P1619,shift,1460
P1620,shift,2849
P1621,shift,2893
P1622,shift,1586
P1623,shift,1452
P1624,shift,780
P1625,shift,1440
P1626,shift,49
P1627,shift,2880
P1628,shift,1426
P1629,shift,1588
P1630,shift,1432
P1631,shift,3671
P1632,shift,2799
P1633,shift,833
P1634,shift,1416
P1635,shift,1376
P1636,shift,3029
P1637,shift,366
P1638,shift,2864
P1639,shift,781
P1640,shift,1217
P1641,shift,4229
P1642,shift,863
P1643,shift,4310
P1644,shift,2861
P1645,shift,2880
P1646,shift,100
P1647,shift,1588
P1648,shift,708
P1649,production,95
P1650,shift,1671
P1651,temporary,1432
P1652,shift,93
P1653,shift,1397
P1654,production,0
P1655,shift,1433
P1656,shift,2892
P1657,shift,79
P1658,shift,1639
P1659,shift,1440
P1660,shift,541
P1661,shift,850
P1662,shift,1276
P1663,shift,17
P1664,production,49
P1665,production,54
P1666,shift,753
P1667,shift,2303
P1668,shift,1449
P1669,shift,1526
P1670,production,56
P1671,shift,2880
P1672,shift,1467
P1673,shift,2870
P1674,shift,79
P1675,temporary,1167
P1676,shift,1061
P1677,shift,2870
P1678,shift,2907
P1679,production,55
P1680,shift,778
P1681,shift,1440
P1682,production,47
P1683,shift,1566
P1684,shift,896
P1685,shift,2854
P1686,temporary,2880
P1687,shift,1388
P1688,shift,205
P1689,shift,1440
P1690,shift,2863
P1691,shift,622
P1692,shift,1496
P1693,shift,2189
P1694,shift,1397
P1695,shift,4281
P1696,shift,4275
P1697,shift,1709
P1698,shift,1432
P1699,shift,920
P1700,shift,912
P1701,shift,826
P1702,shift,2842
P1703,shift,2610
P1704,shift,1588
P1705,shift,1395
P1706,shift,1453
P1707,shift,2563
P1708,production,64
P1709,shift,2864
P1710,shift,86
P1711,shift,1440
P1712,shift,2882
P1713,temporary,920
P1714,shift,1376
P1715,shift,3141
P1716,shift,1514
P1717,shift,1440
P1718,shift,3832
P1719,shift,39
P1720,shift,3608
P1721,shift,449
P1722,shift,2773
P1723,shift,896
P1724,shift,2865
P1725,shift,983
P1726,shift,2872
P1727,shift,1399
P1728,shift,1162
P1729,shift,1458
P1730,shift,1402
P1731,shift,3962
P1732,production,91
P1733,shift,2880
P1734,production,116
P1735,production,23
P1736,production,114
P1737,shift,581
P1738,shift,1133
P1739,production,42
P1740,shift,1505
P1741,shift,205
P1742,production,30
P1743,shift,1409
P1744,shift,1533
P1745,shift,2221
P1746,shift,1009
P1747,shift,1402
P1748,shift,2880
P1749,shift,865
P1750,shift,1395
P1751,shift,2917
P1752,shift,840
P1753,shift,1379
P1754,shift,2854
P1755,shift,810
P1756,shift,1383
P1757,shift,2611
P1758,shift,856
P1759,shift,856
P1760,shift,2757
P1761,shift,2298
P1762,shift,708
P1763,shift,1389
P1764,shift,2807
P1765,shift,4121
P1766,shift,1319
P1767,production,69
P1768,shift,1199
P1769,temporary,4261
P1770,shift,1322
P1771,shift,1379
P1772,shift,26
P1773,shift,2642
P1774,shift,1440
P1775,shift,1411
P1776,production,74
P1777,shift,811
P1778,shift,41
P1779,shift,2892
P1780,shift,1162
P1781,shift,2887
P1782,shift,2880
P1783,temporary,1639
P1784,shift,1403
P1785,shift,187
P1786,shift,2880
P1787,shift,864
P1788,shift,1889
P1789,production,50
P1790,shift,2880
P1791,shift,41
P1792,shift,1453
P1793,shift,2898
P1794,shift,1440
P1795,shift,1399
P1796,shift,863
P1797,shift,2336
P1798,production,52
P1799,shift,199
P1800,temporary,2172
P1801,shift,1499
P1802,shift,20
P1803,shift,4320
P1804,shift,2820
P1805,shift,2880
P1806,shift,3036
P1807,production,53
P1808,production,0
P1809,shift,622
P1810,shift,743
P1811,shift,1440
P1812,shift,880
P1813,shift,667
P1814,shift,1202
P1815,production,30
P1816,shift,2872
P1817,shift,231
P1818,shift,1383
P1819,shift,366
P1820,shift,708
P1821,shift,1440
P1822,shift,1199
P1823,shift,1462
P1824,production,33
P1825,shift,5
P1826,shift,771
P1827,shift,1448
P1828,shift,2808
P1829,shift,1440
P1830,shift,366
P1831,shift,1440
P1832,shift,2417
P1833,shift,1399
P1834,shift,3608
P1835,shift,758
P1836,shift,2882
P1837,shift,3694
P1838,shift,1384
P1839,shift,3313
P1840,shift,912
P1841,shift,2642
P1842,shift,4275
P1843,temporary,667
P1844,shift,2910
P1845,shift,1429
P1846,shift,1385
P1847,emergency,14
P1848,shift,1504
P1849,shift,1424
P1850,production,24
P1851,production,62
P1852,shift,1478
P1853,shift,2880
P1854,shift,2880
P1855,shift,1440
P1856,shift,1440
P1857,shift,2880
P1858,shift,990
P1859,shift,2880
P1860,shift,41
P1861,production,53
P1862,shift,541
P1863,shift,4302
P1864,shift,2836
P1865,shift,708
P1866,shift,840
P1867,shift,4248
P1868,production,52
P1869,shift,1199
P1870,shift,41
P1871,production,56
P1872,shift,1435
P1873,shift,1327
P1874,shift,758
P1875,shift,2868
P1876,shift,1588
P1877,shift,2878
P1878,shift,1394
P1879,production,15
P1880,shift,79
P1881,shift,2844
P1882,shift,1009
P1883,shift,2880
P1884,shift,1379
P1885,shift,4314
P1886,shift,4248
P1887,shift,553
P1888,shift,4229
P1889,production,69
P1890,shift,2203
P1891,temporary,2377
P1892,shift,2564
P1893,shift,4212
P1894,shift,1419
P1895,shift,2880
P1896,shift,2883
P1897,shift,1440
P1898,shift,2828
P1899,temporary,106
P1900,shift,834
P1901,shift,1440
P1902,shift,2251
P1903,shift,1411
P1904,shift,9
P1905,shift,2834
P1906,shift,1440
P1907,shift,1548
P1908,shift,1403
P1909,shift,480
P1910,shift,2784
P1911,shift,1437
P1912,shift,2397
P1913,shift,1373
P1914,shift,771
P1915,shift,1009
P1916,shift,2880
P1917,shift,1398
P1918,shift,4264
P1919,production,3
P1920,shift,1440
P1921,shift,1440
P1922,shift,1740
P1923,shift,5
P1924,shift,1440
P1925,shift,1423
P1926,shift,57
P1927,shift,1432
P1928,shift,667
P1929,shift,2271
P1930,shift,2842
P1931,shift,1588
P1932,temporary,2233
P1933,shift,1440
P1934,production,55
P1935,shift,2821
P1936,shift,983
P1937,shift,2880
P1938,shift,2904
P1939,shift,2880
P1940,shift,2838
P1941,shift,810
P1942,shift,2865
P1943,shift,1470
P1944,shift,45
P1945,shift,2880
P1946,shift,2887
P1947,shift,1639
P1948,shift,2880
P1949,shift,1309
P1950,shift,1425
P1951,shift,1400
P1952,temporary,3034
P1953,shift,16
P1954,production,54
P1955,shift,1367
P1956,shift,1133
P1957,shift,5
P1958,shift,683
P1959,shift,2880
P1960,shift,1391
P1961,shift,1428
P1962,production,67
P1963,shift,2881
P1964,shift,752
P1965,shift,2864
P1966,shift,6
P1967,shift,2639
P1968,shift,208
P1969,shift,983
P1970,shift,780
P1971,shift,1549
P1972,shift,1478
P1973,shift,1424
P1974,shift,2805
P1975,shift,1599
P1976,shift,1528
P1977,shift,2859
P1978,shift,2561
P1979,shift,1453
P1980,temporary,4479
P1981,emergency,20
P1982,temporary,4320
P1983,shift,2904
P1984,shift,1387
P1985,shift,708
P1986,shift,1065
P1987,shift,2247
P1988,shift,1432
P1989,production,55
P1990,production,57
P1991,shift,1981
P1992,shift,2880
P1993,shift,2882
P1994,shift,1440
P1995,shift,1485
P1996,temporary,758
P1997,shift,1395
P1998,production,59
P1999,shift,1383
P2000,shift,1453
P2001,temporary,708
P2002,shift,744
P2003,production,77
P2004,shift,3608
P2005,shift,1441
P2006,shift,2312
P2007,shift,1425
P2008,shift,863
P2009,shift,758
P2010,shift,2887
P2011,emergency,31
P2012,shift,1393
P2013,shift,1434
P2014,shift,2864
P2015,shift,781
P2016,shift,103
P2017,shift,45
P2018,shift,2880
P2019,shift,1639
P2020,production,105
P2021,shift,4226
P2022,shift,1480
P2023,temporary,1379
P2024,shift,77
P2025,shift,4195
P2026,shift,2820
P2027,production,86
P2028,shift,77
P2029,shift,1327
P2030,shift,77
P2031,shift,1440
P2032,shift,901
P2033,shift,2826
P2034,shift,920
P2035,shift,2887
P2036,shift,3
P2037,temporary,1440
P2038,shift,2247
P2039,shift,856
P2040,shift,1416
P2041,shift,3832
P2042,production,67
P2043,temporary,4320
P2044,shift,661
P2045,temporary,155
P2046,shift,1481
P2047,shift,990
P2048,shift,2838
P2049,shift,1421
P2050,shift,1740
P2051,shift,834
P2052,shift,2835
P2053,emergency,22
P2054,shift,1421
P2055,shift,1440
P2056,shift,1440
P2057,shift,920
P2058,shift,1398
P2059,shift,896
P2060,shift,811
P2061,shift,661
P2062,shift,86
P2063,shift,1432
P2064,shift,1217
P2065,shift,1434
P2066,shift,86
P2067,shift,1360
P2068,shift,1424
P2069,shift,1889
P2070,shift,2900
P2071,shift,1363
P2072,shift,1440
P2073,shift,2887
P2074,shift,708
P2075,shift,4274
P2076,shift,2880
P2077,production,35
P2078,shift,836
P2079,production,81
P2080,shift,743
P2081,shift,20
P2082,shift,1409
P2083,shift,2880
P2084,shift,1404
P2085,shift,781
P2086,shift,1380
P2087,shift,1423
P2088,production,83
P2089,shift,1424
P2090,shift,1440
P2091,shift,853
P2092,shift,1409
P2093,shift,1440
P2094,shift,1403
P2095,temporary,771
P2096,shift,1344
P2097,shift,1440
P2098,shift,1380
P2099,shift,2872
P2100,shift,1442
P2101,shift,1394
P2102,shift,2880
P2103,shift,1433
P2104,temporary,2838
P2105,shift,1480
P2106,production,44
P2107,shift,2871
P2108,shift,1506
P2109,shift,1452
P2110,shift,56
P2111,shift,853
P2112,shift,1439
P2113,temporary,1432
P2114,shift,1496
P2115,shift,1481
P2116,shift,826
P2117,shift,912
P2118,shift,744
P2119,shift,888
P2120,shift,2251
P2121,shift,159
P2122,temporary,2417
P2123,shift,1440
P2124,shift,758
P2125,shift,753
P2126,shift,2773
P2127,shift,2251
P2128,shift,2240
P2129,shift,1671
P2130,production,13
P2131,shift,1440
P2132,shift,2826
P2133,shift,1377
P2134,shift,2407
P2135,shift,366
P2136,shift,1437
P2137,shift,760
P2138,shift,853
P2139,shift,2221
P2140,shift,1444
P2141,shift,1437
P2142,shift,810
P2143,shift,850
P2144,production,72
P2145,production,51
P2146,shift,1424
P2147,shift,3032
P2148,production,51
P2149,shift,2835
P2150,shift,1402
P2151,production,89
P2152,production,56
P2153,production,79
P2154,shift,1373
P2155,shift,1367
P2156,shift,1480
P2157,shift,1398
P2158,shift,810
P2159,shift,983
P2160,shift,2892
P2161,shift,2240
P2162,shift,17
P2163,shift,1309
P2164,production,79
P2165,shift,86
P2166,shift,1395
P2167,shift,1441
P2168,shift,1549
P2169,shift,1404
P2170,shift,1376
P2171,shift,2880
P2172,shift,685
P2173,shift,1455
P2174,shift,2875
P2175,temporary,1397
P2176,shift,1162
P2177,shift,109
P2178,shift,1396
P2179,shift,781
P2180,shift,1383
P2181,shift,1440
P2182,shift,2880
P2183,shift,1512
P2184,shift,1402
P2185,shift,778
P2186,shift,1481
P2187,emergency,0
P2188,shift,2828
P2189,shift,1447
P2190,production,32
P2191,shift,2836
P2192,shift,778
P2193,shift,1533
P2194,shift,2880
P2195,shift,1394
P2196,shift,2844
P2197,shift,1396
P2198,production,11
P2199,shift,4310
P2200,shift,2881
P2201,shift,1435
P2202,shift,1440
P2203,shift,5
P2204,shift,1453
P2205,shift,2938
P2206,shift,2903
P2207,production,69
P2208,shift,2952
P2209,shift,780
P2210,shift,1889
P2211,shift,1437
P2212,shift,6
P2213,shift,2602
P2214,shift,1434
P2215,shift,1207
P2216,production,83
P2217,shift,57
P2218,shift,2880
P2219,shift,789
P2220,shift,2919
P2221,shift,366
P2222,shift,1425
P2223,production,111
P2224,shift,26
P2225,shift,1360
P2226,shift,2262
P2227,shift,1709
P2228,shift,57
P2229,shift,109
P2230,shift,2880
P2231,shift,199
P2232,shift,2807
P2233,shift,1398
P2234,shift,1437
P2235,shift,2271
P2236,shift,2772
P2237,shift,2919
P2238,shift,106
P2240,production,44
P2241,shift,1423
P2242,shift,1426
P2243,shift,2404
P2244,shift,1421
P2245,shift,1460
P2246,shift,708
P2247,shift,1418
P2248,shift,1636
P2249,shift,1207
P2250,shift,2222
P2251,shift,1383
P2252,shift,2917
P2253,shift,2880
P2254,shift,708
P2255,shift,541
P2256,shift,1322
P2257,shift,37
P2258,shift,834
P2259,shift,2835
P2260,shift,2918
P2261,shift,1440
P2262,shift,2890
P2263,shift,199
P2264,shift,1430
P2265,production,15
P2266,shift,2823
P2267,shift,480
P2268,production,55
P2269,shift,2772
P2270,temporary,2875
P2271,shift,752
P2272,temporary,5254
P2273,shift,780
P2274,shift,1440
P2275,shift,1398
P2276,shift,2887
P2277,shift,2879
P2278,temporary,2880
P2279,production,25
P2280,shift,2875
P2281,shift,1424
P2282,shift,983
P2283,shift,2372
P2284,shift,912
P2285,shift,2826
P2286,shift,1386
P2287,temporary,8638
P2288,shift,1360
P2289,shift,2872
P2290,shift,2144
P2291,shift,2880
P2292,shift,2360
P2293,production,83
P2294,shift,1398
P2295,shift,2234
P2296,shift,1385
P2297,shift,2900
P2298,shift,1453
P2299,shift,2312
P2300,shift,2865
P2301,shift,1433
P2302,shift,771
P2303,shift,1398
P2304,emergency,15
P2305,shift,1405
P2306,shift,1409
P2307,production,74
P2308,shift,2233
P2309,shift,1549
P2310,shift,2209
P2311,shift,4212
P2312,shift,17
P2313,shift,1428
P2314,shift,1440
P2315,shift,1424
P2316,shift,0
P2317,shift,1387
P2318,shift,2854
P2319,shift,2916
P2320,shift,2662
P2321,production,71
P2322,shift,2152
P2323,shift,2863
P2324,shift,1199
P2325,production,85
P2326,production,42
P2327,shift,2844
P2328,shift,2233
P2329,shift,1416
P2330,shift,689
P2331,shift,853
P2332,temporary,4286
P2333,shift,834
P2334,shift,2784
P2335,shift,1435
P2336,shift,108
P2337,shift,2880
P2338,shift,49
P2339,production,44
P2340,shift,2838
P2341,shift,2838
P2342,production,63
P2343,shift,1440
P2344,shift,2864
P2345,shift,2662
P2346,shift,1449
P2347,production,90
P2348,shift,1498
P2349,shift,1419
P2350,shift,1419
P2351,shift,2838
P2352,shift,1479
P2353,shift,1440
P2354,emergency,42
P2355,shift,26
P2356,shift,1428
P2357,production,21
P2358,shift,1440
P2359,shift,1440
P2360,shift,1384
P2361,shift,758
P2362,shift,1473
P2363,shift,1428
P2364,shift,2757
P2365,shift,187
P2366,shift,79
P2367,shift,4068
P2368,shift,2880
P2369,shift,480
P2370,shift,1441
P2371,emergency,32
P2372,shift,1440
P2373,shift,789
P2374,shift,1403
P2375,shift,2863
P2376,shift,1389
P2377,shift,2838
P2378,shift,2255
P2379,shift,2872
P2380,shift,771
P2381,shift,1385
P2382,shift,2880
P2383,shift,833
P2384,shift,1533
P2385,shift,4102
P2386,shift,1403
P2387,shift,1452
P2388,shift,4268
P2389,shift,2342
P2390,shift,781
P2391,shift,2530
P2392,production,84
P2393,shift,834
P2394,shift,2851
P2395,shift,679
P2396,shift,1480
P2397,shift,1440
P2398,shift,1452
P2399,shift,781
P2400,shift,2450
P2401,shift,2880
P2402,shift,771
P2403,shift,1229
P2404,shift,3671
P2405,shift,1123
P2406,shift,205
P2407,temporary,2594
P2408,shift,1425
P2409,shift,2854
P2410,shift,1504
P2411,shift,789
P2412,shift,2883
P2413,shift,1376
P2414,shift,1416
P2415,shift,1309
P2416,shift,1435
P2417,shift,781
P2418,shift,2895
P2419,shift,2298
P2420,shift,56
P2421,shift,4327
P2422,shift,1440
P2423,shift,1385
P2424,temporary,553
P2425,shift,834
P2426,shift,1449
P2427,production,77
P2428,shift,2841
P2429,emergency,22
P2430,shift,752
P2431,shift,2838
P2432,shift,1436
P2433,shift,76
P2434,shift,864
P2435,shift,1398
P2436,shift,2859
P2437,shift,1442
P2438,production,40
P2439,shift,2326
P2440,shift,1432
P2441,shift,753
P2442,shift,153
P2443,shift,0
P2444,shift,2838
P2445,shift,93
P2446,shift,2880
P2447,shift,835
P2448,shift,2838
P2449,shift,912
P2450,shift,2880
P2451,shift,112
P2452,shift,2917
P2453,shift,1380
P2454,shift,2869
P2455,shift,79
P2456,shift,2838
P2457,shift,2342
P2458,shift,2271
P2459,shift,2240
P2460,shift,1429
P2461,shift,2840
P2462,shift,834
P2463,shift,1440
P2464,shift,1440
P2465,shift,762
P2466,shift,1440
P2467,shift,1394
P2468,shift,1438
P2469,production,85
P2470,shift,2880
P2471,shift,2880
P2472,production,71
P2473,shift,6
P2474,shift,2880
P2475,shift,1849
P2476,shift,2848
P2477,shift,1463
P2478,shift,2900
P2479,shift,93
P2480,shift,1327
P2481,shift,679
P2482,shift,2880
P2483,shift,1549
P2484,shift,2893
P2485,shift,1379
P2486,shift,4327
P2487,shift,72
P2488,temporary,4776
P2489,shift,865
P2490,shift,983
P2491,shift,1377
P2492,shift,2844
P2493,shift,1440
P2494,shift,1399
P2495,shift,2844
P2496,shift,2859
P2497,shift,4264
P2498,shift,1446
P2499,shift,1549
P2500,shift,41
P2501,shift,2880
P2502,shift,1400
P2503,temporary,1440
P2504,shift,20
P2505,shift,2397
P2506,shift,888
P2507,shift,2823
P2508,shift,1402
P2509,shift,2880
P2510,shift,1439
P2511,shift,2845
P2512,shift,835
P2513,shift,1405
P2514,shift,15
P2515,shift,2881
P2516,shift,1377
P2517,shift,1433
P2518,shift,2834
P2519,shift,912
P2520,shift,2904
P2521,shift,2880
P2522,shift,1440
P2523,shift,1420
P2524,shift,2844
P2525,shift,3694
P2526,production,53
P2527,shift,449
P2528,shift,1185
P2529,shift,2863
P2530,shift,2880
P2531,shift,1398
P2532,shift,752
P2533,shift,4112
P2534,shift,1360
P2535,shift,2834
P2536,temporary,2342
P2537,shift,856
P2538,shift,3388
P2539,shift,708
P2540,shift,3981
P2541,shift,2838
P2542,shift,2887
P2543,production,88
P2544,shift,1373
P2545,shift,1424
P2546,shift,865
P2547,shift,863
P2548,shift,9
P2549,shift,2836
P2550,shift,753
P2551,production,90
P2552,production,24
P2553,temporary,2872
P2554,shift,865
P2555,shift,1440
P2556,production,8
P2557,shift,752
P2558,shift,1497
P2559,shift,1367
P2560,shift,1409
P2561,shift,2880
P2562,shift,1440
P2563,shift,2900
P2564,shift,1449
P2565,shift,2178
P2566,shift,1452
P2567,production,109
P2568,shift,1411
P2569,shift,1425
P2570,shift,1424
P2571,shift,1449
P2572,shift,1394
P2573,shift,2865
P2574,shift,1185
P2575,shift,1425
P2576,shift,1386
P2577,temporary,1595
P2578,shift,1440
P2579,shift,1440
P2580,shift,1455
P2581,shift,6
P2582,shift,708
P2583,shift,1645
P2584,shift,1432
P2585,shift,2128
P2586,shift,1423
P2587,production,127
P2588,shift,1366
P2589,shift,2823
P2590,shift,1133
P2591,shift,541
P2592,shift,1327
P2593,shift,880
P2594,shift,1395
P2595,shift,888
P2596,production,72
P2597,shift,834
P2598,shift,850
P2599,shift,1426
P2600,shift,2880
P2601,shift,1414
P2602,shift,109
P2603,shift,1639
P2604,shift,1480
P2605,shift,2803
P2606,shift,100
P2607,shift,3694
P2608,shift,2880
P2609,shift,2639
P2610,shift,2862
P2611,shift,1383
P2612,shift,41
P2613,shift,622
P2614,shift,130
P2615,shift,2222
P2616,shift,2893
P2617,shift,1133
P2618,shift,4320
P2619,shift,73
P2620,production,47
P2621,shift,2070
P2622,production,23
P2623,shift,2880
P2624,shift,1440
P2625,shift,690
P2626,shift,1424
P2627,shift,2880
P2628,shift,1424
P2629,shift,1399
P2630,shift,771
P2631,shift,622
P2632,shift,205
P2633,shift,2247
P2634,shift,2530
P2635,shift,1549
P2636,shift,2903
P2637,shift,2247
P2638,shift,2564
P2639,shift,2875
P2640,shift,2522
P2641,shift,2880
P2642,shift,26
P2643,shift,1319
P2644,shift,4024
P2645,production,40
P2646,shift,2893
P2647,shift,2880
P2648,shift,2903
P2649,shift,4320
P2650,shift,3097
P2651,shift,2849
P2652,shift,1408
P2653,production,47
P2654,shift,1627
P2655,shift,1602
P2656,shift,4226
P2657,shift,2880
P2658,shift,1452
P2659,shift,199
P2660,shift,2848
P2661,shift,1440
P2662,shift,2861
P2663,shift,1426
P2664,temporary,3583
P2665,shift,888
P2666,shift,2397
P2667,shift,1391
P2668,shift,2784
P2669,shift,2913
P2670,shift,1367
P2671,shift,480
P2672,shift,1938
P2673,shift,1519
P2674,shift,990
P2675,production,72
P2676,shift,864
P2677,production,63
P2678,shift,1394
P2679,shift,810
P2680,shift,2834
P2681,shift,2838
P2682,shift,2221
P2683,shift,2834
P2684,shift,58
P2685,shift,1184
P2686,shift,2828
P2687,shift,1327
P2688,shift,64
P2689,shift,840
P2690,shift,1411
P2691,shift,2880
P2692,shift,2298
P2693,shift,2882
P2694,shift,2883
P2695,shift,1512
P2696,shift,1478
P2697,shift,752
P2698,shift,2880
P2699,shift,66
P2700,shift,1194
P2701,shift,1440
P2702,shift,690
P2703,production,72
P2704,shift,2881
P2705,shift,8
P2706,shift,2841
P2707,shift,2563
P2708,shift,1460
P2709,shift,2892
P2710,shift,2865
P2711,production,57
P2712,shift,480
P2713,shift,2662
P2714,shift,789
P2715,shift,888
P2716,shift,1512
P2717,shift,2854
P2718,shift,2880
P2719,shift,2838
P2720,shift,1309
P2721,production,25
P2722,shift,2880
P2723,shift,690
P2724,shift,690
P2725,shift,1344
P2726,shift,896
P2727,shift,1395
P2728,shift,744
P2729,production,14
P2730,shift,2880
P2731,shift,778
P2732,shift,2887
P2733,shift,556
P2734,shift,1444
P2735,shift,1467
P2736,shift,269
P2737,shift,2365
P2738,shift,1428
P2739,shift,2848
P2740,shift,93
P2741,shift,1433
P2742,shift,1130
P2743,shift,1480
P2744,shift,17
P2745,production,62
P2746,shift,2880
P2747,production,90
P2748,temporary,2786
P2749,shift,2874
P2750,shift,1344
P2751,shift,126
P2752,shift,708
P2753,shift,2880
P2754,shift,2835
P2755,shift,49
P2756,shift,4327
P2757,shift,2895
P2758,shift,925
P2759,shift,2880
P2760,temporary,2247
P2761,shift,2326
P2762,shift,2848
P2763,shift,2755
P2764,shift,2844
P2765,shift,2880
P2766,shift,1440
P2767,shift,1440
P2768,shift,2844
P2769,shift,1378
P2770,temporary,4320
P2771,shift,2880
P2772,shift,16
P2773,shift,1849
P2774,shift,1363
P2775,shift,1403
P2776,shift,3000
P2777,shift,1447
P2778,shift,972
P2779,production,56
P2780,shift,1498
P2781,shift,100
P2782,shift,689
P2783,shift,1450
P2784,shift,1377
P2785,production,77
P2786,shift,1440
P2787,shift,45
P2788,production,0
P2789,shift,760
P2790,shift,2880
P2791,temporary,1880
P2792,shift,1445
P2793,shift,2913
P2794,shift,2880
P2795,shift,1440
P2796,shift,1133
P2797,temporary,6455
P2798,shift,1528
P2799,shift,1130
P2800,shift,1421
P2801,shift,1217
P2802,shift,2563
P2803,production,39
P2804,shift,2844
P2805,production,57
P2806,temporary,1549
P2807,shift,1440
P2808,shift,863
P2809,shift,834
P2810,shift,1394
P2811,shift,780
P2812,shift,1423
P2813,shift,1440
P2814,shift,1440
P2815,temporary,2880
P2816,emergency,0
P2817,shift,3608
P2818,shift,1423
P2819,production,63
P2820,shift,2342
P2821,shift,1360
P2822,temporary,4776
P2823,shift,864
P2824,shift,2203
P2825,shift,109
P2826,shift,1440
P2827,shift,1389
P2828,shift,983
P2829,shift,2854
P2830,shift,2070
P2831,production,52
P2832,shift,1673
P2833,production,31
P2834,shift,743
P2835,shift,2757
P2836,shift,2221
P2837,shift,4320
P2838,shift,2939
P2839,shift,689
P2840,shift,1548
P2841,shift,1379
P2842,shift,667
P2843,shift,1379
P2844,shift,2880
P2845,shift,4264
P2846,shift,1395
P2847,shift,2880
P2848,shift,1440
P2849,shift,780
P2850,shift,1424
P2851,shift,683
P2852,shift,2834
P2853,shift,1440
P2854,shift,1938
P2855,shift,1443
P2856,shift,1184
P2857,shift,1199
P2858,shift,41
P2859,temporary,1409
P2860,shift,789
P2861,shift,41
P2862,shift,1438
P2863,shift,1923
P2864,shift,2642
P2865,production,23
P2866,shift,856
P2867,shift,1425
P2868,production,88
P2869,shift,108
P2870,shift,1740
P2871,production,29
P2872,shift,1406
P2873,shift,2870
P2874,shift,2887
P2875,shift,1429
P2876,shift,2610
P2877,shift,2880
P2878,shift,205
P2879,shift,1440
P2880,shift,2854
P2881,shift,1403
P2882,shift,2864
P2883,shift,1533
P2884,shift,1388
P2885,shift,2880
P2886,shift,2865
P2887,shift,1322
P2888,shift,2846
P2889,shift,126
P2890,shift,810
P2891,shift,1398
P2892,production,30
P2893,shift,1938
P2894,shift,2880
P2895,shift,1440
P2896,shift,8
P2897,shift,1464
P2898,shift,933
P2899,shift,1441
