题目,排名,起点,终点,运输方向,需求人数,需求占比,累计需求占比,人员ID列表
问题2,28,F049,LAND,海返,28,0.007,0.24675,P0001|P0182|P0224|P0273|P0353|P0712|P0766|P0814|P0824|P0892|P0932|P1040|P1136|P1162|P1170|P1473|P1573|P1868|P1892|P2233|P2340|P2377|P2431|P2638|P3214|P3382|P3580|P3704
问题2,29,LAND,F026,出海,28,0.007,0.25375,P0029|P0094|P0193|P0304|P0414|P0505|P0511|P0521|P0522|P0620|P0697|P0926|P1071|P1266|P1724|P1793|P2065|P2272|P2573|P2710|P2867|P2971|P3174|P3320|P3582|P3694|P3862|P3914
问题2,30,LAND,F045,出海,28,0.007,0.26075,P0365|P0430|P0568|P0741|P0776|P0801|P0805|P0826|P0829|P0831|P0894|P0948|P1016|P1025|P1157|P1753|P1884|P2023|P2064|P2365|P2485|P2654|P2801|P2837|P2841|P3257|P3541|P3992
问题2,31,LAND,F049,出海,28,0.007,0.26775,P0323|P0843|P0869|P0933|P0952|P0994|P1109|P1385|P1497|P1570|P1832|P1959|P2122|P2321|P2647|P2672|P2700|P2759|P2854|P2893|P2922|P3149|P3191|P3205|P3416|P3452|P3771|P3868
问题2,32,F011,LAND,海返,27,0.00675,0.2745,P0342|P0463|P0491|P0636|P1026|P1046|P1248|P1250|P1332|P1412|P1492|P1639|P1702|P1974|P2150|P2268|P2451|P3139|P3145|P3166|P3224|P3372|P3404|P3415|P3632|P3957|P3971
问题2,33,F030,LAND,海返,27,0.00675,0.28125,P0075|P0108|P0406|P0544|P0545|P0922|P1059|P1111|P1189|P1293|P1305|P1543|P1795|P2033|P2132|P2285|P2286|P2576|P2788|P2797|P2950|P2992|P3052|P3233|P3319|P3439|P3842
问题2,34,F033,LAND,海返,27,0.00675,0.288,P0110|P0179|P0256|P0258|P0571|P0608|P0639|P0935|P0936|P1178|P1291|P1330|P1595|P1825|P1837|P1851|P1923|P1957|P2203|P2264|P2525|P2607|P2792|P3367|P3563|P3798|P3835
问题2,35,F037,LAND,海返,27,0.00675,0.29475,P0183|P0283|P0341|P0671|P1251|P1273|P1277|P1314|P1421|P1427|P1646|P1730|P1747|P1808|P1925|P1952|P2087|P2508|P2606|P2781|P2812|P2818|P3371|P3411|P3754|P3861|P3993
问题2,36,F045,LAND,海返,27,0.00675,0.3015,P0125|P0497|P0913|P0983|P1204|P1508|P1511|P1658|P1707|P1731|P1783|P1799|P1947|P2019|P2263|P2403|P2405|P2603|P2640|P2707|P2709|P2802|P3297|P3638|P3722|P3800|P3853
问题2,37,LAND,F010,出海,27,0.00675,0.30825,P0028|P0077|P0375|P0395|P0583|P0631|P0642|P0835|P1518|P1549|P1864|P1891|P2077|P2106|P2250|P2265|P2336|P2549|P2577|P2615|P2869|P3075|P3164|P3476|P3760|P3817|P3892
问题2,38,LAND,F012,出海,27,0.00675,0.315,P0004|P0093|P0228|P0266|P0510|P0525|P0561|P0584|P0641|P0644|P0682|P1000|P1187|P1210|P1319|P1429|P1655|P2283|P2339|P2368|P2503|P2691|P2698|P2741|P3433|P3445|P3573
问题2,39,LAND,F044,出海,27,0.00675,0.32175,P0074|P0259|P0396|P0558|P0566|P0582|P0704|P0728|P0768|P0822|P1103|P1382|P1760|P1960|P2036|P2364|P2667|P2783|P2835|P3008|P3155|P3209|P3325|P3591|P3656|P3762|P3897
问题2,40,LAND,F048,出海,27,0.00675,0.3285,P0255|P1217|P1261|P1569|P1604|P1761|P1870|P2022|P2105|P2156|P2369|P2396|P2419|P2481|P2604|P2619|P2692|P2712|P2776|P2858|P3027|P3589|P3599|P3699|P3885|P3903|P3966
问题2,41,F005,LAND,海返,26,0.0065,0.335,P0018|P0416|P0515|P0538|P0899|P0939|P1088|P1280|P1426|P1689|P2021|P2502|P2509|P2641|P2656|P2668|P2748|P2770|P2916|P3116|P3163|P3719|P3857|P3867|P3891|P4000
问题2,42,F006,LAND,海返,26,0.0065,0.3415,P0144|P0170|P0292|P0411|P0441|P0518|P0564|P0717|P0804|P0807|P1060|P1143|P1558|P1676|P1961|P2238|P2244|P2313|P2424|P2903|P3014|P3142|P3189|P3269|P3482|P3735
问题2,43,F010,LAND,海返,26,0.0065,0.348,P0121|P0343|P0397|P0424|P0444|P0720|P0817|P0887|P1003|P1024|P1370|P1455|P1602|P1740|P2191|P2197|P2585|P2909|P3229|P3296|P3306|P3424|P3555|P3904|P3933|P3979
问题2,44,LAND,F013,出海,26,0.0065,0.3545,P0229|P0417|P0453|P0648|P0672|P0785|P0870|P0912|P1139|P1153|P1296|P1897|P1992|P2044|P2061|P2343|P2463|P2807|P3202|P3277|P3466|P3572|P3676|P3797|P3849|P3925
问题2,45,LAND,F027,出海,26,0.0065,0.361,P0192|P0222|P0288|P0450|P0746|P0751|P0767|P0809|P0857|P1048|P1233|P1528|P1574|P1668|P1904|P1991|P2274|P2346|P2426|P2548|P2564|P3368|P3718|P3816|P3823|P3963
问题2,46,LAND,F028,出海,26,0.0065,0.3675,P0241|P0272|P0289|P0320|P0490|P0559|P0600|P0634|P0700|P0953|P1113|P1179|P1342|P1369|P1445|P1773|P1814|P1841|P2769|P2864|P3283|P3302|P3308|P3326|P3543|P3756
问题2,47,LAND,F033,出海,26,0.0065,0.374,P0070|P0091|P0216|P0387|P0580|P0599|P0744|P0828|P0955|P1338|P1475|P1541|P1945|P2389|P2457|P2466|P2536|P2820|P2826|P2940|P3002|P3303|P3352|P3542|P3649|P3929
问题2,48,F012,LAND,海返,25,0.00625,0.38025,P0235|P0630|P0668|P0919|P0977|P1257|P1337|P1378|P1444|P1733|P1937|P1939|P2011|P2014|P2299|P3188|P3226|P3450|P3485|P3494|P3673|P3677|P3768|P3874|P3887
问题2,49,F017,LAND,海返,25,0.00625,0.3865,P0130|P0243|P0625|P0694|P0901|P1065|P1182|P1290|P1340|P1390|P1865|P2133|P2246|P2329|P2414|P2491|P2539|P2582|P2664|P2784|P2910|P3095|P3646|P3657|P3765
问题2,50,F032,LAND,海返,25,0.00625,0.39275,P0013|P0139|P0164|P0217|P0407|P0756|P1223|P1589|P1756|P1998|P2007|P2180|P2226|P2251|P2533|P2589|P2733|P3102|P3218|P3242|P3413|P3562|P3805|P3908|P3919
问题2,51,LAND,F014,出海,25,0.00625,0.399,P0303|P0849|P1095|P1163|P1235|P1805|P1853|P1902|P2120|P2127|P2447|P2512|P2561|P2767|P2844|P2908|P2953|P3160|P3475|P3554|P3634|P3651|P3808|P3973|P3994
问题2,52,LAND,F030,出海,25,0.00625,0.40525,P0169|P0332|P0347|P0357|P0479|P0562|P0661|P1007|P1086|P1200|P1324|P1376|P1739|P1804|P2026|P2086|P2098|P2453|P3096|P3117|P3531|P3615|P3686|P3799|P3847
问题2,53,LAND,F031,出海,25,0.00625,0.4115,P0188|P0470|P0845|P1206|P1443|P1467|P1512|P1534|P1772|P1806|P2172|P2224|P2355|P2432|P2642|P2900|P3120|P3344|P3436|P3516|P3574|P3601|P3780|P3840|P3850
问题2,54,LAND,F032,出海,25,0.00625,0.41775,P0099|P0390|P0422|P0616|P0618|P0738|P1254|P1300|P1681|P1811|P1940|P2056|P2104|P2157|P2294|P2422|P2435|P2456|P2493|P2681|P2933|P3171|P3182|P3366|P3791
问题2,55,F013,LAND,海返,24,0.006,0.42375,P0112|P0195|P0413|P0506|P0722|P0734|P1053|P1147|P1205|P1377|P1563|P1623|P2310|P2371|P2496|P2980|P3273|P3395|P3508|P3581|P3596|P3747|P3894|P3977
问题2,56,F014,LAND,海返,24,0.006,0.42975,P0736|P0780|P0790|P0959|P1027|P1159|P1624|P1781|P2189|P2209|P2273|P2279|P2777|P2849|P2917|P3127|P3146|P3293|P3526|P3567|P3635|P3690|P3723|P3923
问题2,57,F026,LAND,海返,24,0.006,0.43575,P0452|P0656|P0706|P1008|P1249|P1260|P1286|P1341|P1597|P1769|P1775|P1935|P2438|P2552|P2568|P2756|P2874|P2988|P3005|P3012|P3133|P3157|P3350|P3860
问题2,58,F028,LAND,海返,24,0.006,0.44175,P0403|P0654|P1202|P1245|P1353|P1379|P1388|P1424|P1490|P1596|P1672|P1678|P1696|P1842|P1966|P2052|P2212|P2498|P2581|P2735|P2937|P3009|P3361|P3468
问题2,59,F051,LAND,海返,24,0.006,0.44775,P0023|P0043|P0060|P0197|P0333|P0646|P0667|P0956|P0999|P1149|P1355|P1494|P1632|P1800|P2219|P2373|P2411|P2714|P2860|P2926|P3487|P3519|P3930|P3967
问题2,60,LAND,F005,出海,24,0.006,0.45375,P0177|P0622|P0879|P0978|P1078|P1307|P1710|P1910|P1933|P2027|P2062|P2096|P2165|P2202|P2334|P2540|P2661|P2725|P3074|P3363|P3624|P3706|P3814|P3917
问题2,61,LAND,F009,出海,24,0.006,0.45975,P0086|P0860|P1085|P1610|P1743|P1763|P1949|P2163|P2295|P2415|P2720|P2794|P2805|P2859|P2982|P2991|P3006|P3280|P3464|P3478|P3613|P3725|P3807|P3880
问题2,62,LAND,F025,出海,24,0.006,0.46575,P0459|P0537|P0696|P1184|P1422|P1682|P1828|P1856|P1867|P1883|P2055|P2171|P2347|P2627|P2848|P2877|P2955|P3136|P3177|P3216|P3506|P3560|P3584|P3815
问题2,63,LAND,F037,出海,24,0.006,0.47175,P0199|P0330|P0911|P0980|P1009|P1221|P1477|P1484|P2045|P2058|P2261|P2275|P2291|P2448|P2450|P2531|P3084|P3156|P3530|P3637|P3717|P3846|P3851|P3989
问题2,64,LAND,F038,出海,24,0.006,0.47775,P0238|P0338|P0385|P0399|P0573|P0655|P0721|P0820|P1135|P1278|P1562|P1612|P1766|P1858|P2611|P2643|P2674|P2901|P3004|P3126|P3225|P3610|P3612|P3955
问题2,65,LAND,F043,出海,24,0.006,0.48375,P0095|P0132|P0520|P0601|P0778|P0965|P1050|P1294|P1316|P1327|P1450|P1615|P1855|P1948|P2206|P2442|P2477|P2648|P2766|P3094|P3459|P3510|P3774|P3793
问题2,66,F004,LAND,海返,23,0.00575,0.4895,P0009|P0107|P0223|P0319|P0621|P1225|P1279|P1469|P1519|P1536|P1863|P1997|P2149|P2259|P2594|P2610|P2740|P2754|P3220|P3726|P3736|P3839|P3956
问题2,67,F007,LAND,海返,23,0.00575,0.49525,P0096|P0202|P0337|P0679|P0745|P0762|P0832|P1017|P1044|P1129|P1207|P1393|P2360|P2520|P2811|P2985|P3097|P3140|P3289|P3557|P3688|P3854|P3983
问题2,68,F009,LAND,海返,23,0.00575,0.501,P0078|P0194|P0633|P0972|P0982|P1051|P1271|P1374|P1425|P1524|P2054|P2092|P2306|P2560|P2662|P2800|P2816|P3256|P3374|P3434|P3447|P3550|P3784
问题2,69,F024,LAND,海返,23,0.00575,0.50675,P0076|P0340|P0355|P0563|P0587|P1311|P1321|P1687|P2276|P2376|P2421|P2486|P2827|P3061|P3123|P3244|P3294|P3414|P3493|P3559|P3564|P3606|P3886
问题2,70,F029,LAND,海返,23,0.00575,0.5125,P0374|P0555|P0596|P0691|P0815|P0954|P1084|P1158|P1227|P1244|P1401|P1591|P1635|P1679|P1722|P2126|P2205|P2949|P2961|P3058|P3144|P3460|P3732
问题2,71,F031,LAND,海返,23,0.00575,0.51825,P0011|P0024|P0928|P0938|P1110|P1138|P1183|P1259|P1262|P1489|P1547|P1692|P1973|P2089|P2114|P2420|P2628|P3018|P3066|P3154|P3236|P3285|P3628
问题2,72,F043,LAND,海返,23,0.00575,0.524,P0175|P0495|P0529|P0590|P0624|P0730|P1304|P1441|P1791|P1860|P1989|P2046|P2115|P2141|P2427|P2480|P2592|P2612|P2645|P2687|P3520|P3647|P3785
问题2,73,LAND,F004,出海,23,0.00575,0.52975,P0146|P0632|P0908|P1052|P1216|P1264|P1553|P2183|P2362|P2487|P2551|P2669|P2716|P3039|P3053|P3119|P3159|P3243|P3375|P3585|P3598|P3761|P3906
问题2,74,LAND,F011,出海,23,0.00575,0.5355,P0284|P0535|P0707|P0823|P0923|P1529|P1605|P1667|P1688|P1968|P2041|P2495|P2632|P2764|P2768|P2878|P2978|P3198|P3212|P3249|P3250|P3693|P3786
问题2,75,LAND,F052,出海,23,0.00575,0.54125,P0072|P0206|P0773|P0793|P0833|P1201|P1238|P1944|P2017|P2037|P2111|P2145|P2331|P2359|P2785|P2787|P3105|P3227|P3440|P3587|P3611|P3640|P3987
问题2,76,F016,LAND,海返,22,0.0055,0.54675,P0106|P0348|P0524|P0882|P1215|P1603|P1749|P1820|P1844|P1943|P2074|P2489|P2546|P2554|P2868|P2927|P3100|P3332|P3448|P3565|P3705|P3740
问题2,77,F023,LAND,海返,22,0.0055,0.55225,P0114|P0131|P0141|P0190|P0297|P0543|P0615|P0711|P0719|P0881|P0971|P1128|P1253|P1439|P1990|P2053|P2501|P2734|P3003|P3223|P3431|P3716
问题2,78,F035,LAND,海返,22,0.0055,0.55775,P0085|P0154|P0301|P0352|P0594|P1241|P1265|P1483|P1551|P1555|P1762|P1985|P2170|P2254|P2418|P2752|P2757|P2918|P3161|P3642|P3772|P3931
问题2,79,F040,LAND,海返,22,0.0055,0.56325,P0012|P0514|P0726|P0858|P0915|P1161|P1728|P1751|P1768|P1780|P1822|P1869|P1980|P2176|P2324|P2452|P2892|P3180|P3230|P3593|P3826|P3986
问题2,80,F052,LAND,海返,22,0.0055,0.56875,P0003|P0022|P0153|P0187|P0483|P0973|P1045|P1736|P1826|P1914|P2095|P2220|P2237|P2302|P2380|P2402|P2630|P3029|P3151|P3254|P3517|P3818
问题2,81,LAND,F007,出海,22,0.0055,0.57425,P0480|P0652|P0685|P0687|P0747|P0851|P0893|P1075|P1118|P1131|P1196|P1243|P1523|P1797|P2586|P2876|P3231|P3292|P3327|P3354|P3714|P3824
问题2,82,LAND,F016,出海,22,0.0055,0.57975,P0275|P0423|P0482|P0647|P0950|P1114|P1347|P1537|P1579|P1582|P1680|P1697|P2185|P2192|P2227|P2731|P2736|P3170|P3192|P3316|P3356|P3427
问题2,83,LAND,F017,出海,22,0.0055,0.58525,P0418|P0598|P1380|P1493|P1521|P1745|P2043|P2137|P2139|P2152|P2229|P2499|P2682|P2789|P2825|P2836|P3112|P3240|P3279|P3310|P3655|P3684
问题2,84,LAND,F040,出海,22,0.0055,0.59075,P0367|P0880|P1004|P1567|P1598|P1705|P1908|P2094|P2386|P2555|P2727|P2746|P2775|P2846|P2881|P2935|P3222|P3287|P3322|P3477|P3547|P3721
问题2,85,LAND,F023,出海,21,0.00525,0.596,P0068|P0111|P0298|P0693|P1031|P1076|P1112|P1335|P1451|P1708|P1906|P1988|P2076|P2230|P2440|P2902|P2943|P3087|P3473|P3579|P3810
问题2,86,LAND,F050,出海,20,0.005,0.601,P0166|P0467|P0567|P0916|P0985|P1148|P1452|P1471|P2194|P2253|P2474|P2782|P2839|P3210|P3235|P3443|P3545|P3889|P3898|P3920
问题2,87,F003,F007,穿梭,19,0.00475,0.60575,P0225|P0489|P0578|P0623|P0740|P0753|P0890|P0895|P0927|P1066|P1409|P1498|P1787|P2434|P2676|P2823|P3266|P3600|P3916
问题2,88,F004,F007,穿梭,19,0.00475,0.6105,P0392|P0527|P0702|P0760|P0867|P0871|P0885|P1062|P1318|P1695|P1901|P2428|P2706|P2894|P3134|P3528|P3669|P3876|P3941
问题2,89,F015,LAND,海返,19,0.00475,0.61525,P0321|P0380|P0595|P1089|P1454|P1499|P1583|P1810|P1972|P2080|P2260|P2526|P2696|P2834|P3000|P3262|P3712|P3746|P3769
问题2,90,F038,F039,穿梭,19,0.00475,0.62,P0080|P0373|P0389|P1013|P1037|P1527|P1735|P1932|P2002|P2118|P2308|P2328|P2728|P3284|P3314|P3336|P3663|P3728|P3804
问题2,91,F038,F045,穿梭,19,0.00475,0.62475,P0270|P0681|P1629|P1647|P1704|P1789|P1876|P1931|P1963|P2200|P2931|P2963|P3020|P3103|P3206|P3347|P3472|P3480|P3991
问题2,92,F042,LAND,海返,19,0.00475,0.6295,P0026|P0069|P0220|P0914|P1309|P1468|P1503|P1709|P1849|P1965|P2020|P2281|P2655|P2882|P2936|P2995|P3337|P3379|P3384
问题2,93,F043,F051,穿梭,19,0.00475,0.63425,P0064|P0178|P0569|P0764|P0816|P0920|P1106|P1130|P1288|P1641|P1719|P1888|P2352|P2947|P3392|P3619|P3696|P3795|P3964
问题2,94,LAND,F029,出海,19,0.00475,0.639,P0159|P0299|P0306|P0449|P0962|P0987|P1077|P1226|P1276|P1738|P1878|P1919|P1956|P2590|P2617|P2796|P3402|P3626|P3741
问题2,95,LAND,F042,出海,19,0.00475,0.64375,P0455|P0617|P0638|P1174|P1268|P1435|P1683|P2031|P2751|P2779|P2786|P2889|P2965|P3028|P3309|P3346|P3428|P3959|P3970
问题2,96,LAND,F046,出海,19,0.00475,0.6485,P0191|P0245|P0834|P1082|P1199|P1269|P1552|P1778|P1890|P2186|P2500|P2599|P2824|P2998|P3369|P3595|P3625|P3664|P3763
问题2,97,F001,F016,穿梭,18,0.0045,0.653,P0201|P0281|P0604|P0678|P0903|P1320|P1550|P1917|P2303|P2341|P2444|P2541|P2891|P2960|P3037|P3040|P3339|P3778
问题2,98,F017,F014,穿梭,18,0.0045,0.6575,P0439|P0486|P0737|P1252|P1893|P2005|P2236|P2269|P2311|P2342|P2370|P2704|P3091|P3324|P3504|P3921|P3942|P3999
问题2,99,F030,F026,穿梭,18,0.0045,0.662,P0014|P0019|P0052|P0071|P0295|P0732|P1209|P1418|P1717|P1788|P2069|P2072|P2148|P2210|P2392|P3281|P3307|P3976
问题2,100,F039,F048,穿梭,18,0.0045,0.6665,P0048|P0087|P0210|P0261|P0262|P0381|P0473|P0549|P0733|P0777|P1436|P1584|P1909|P2267|P2671|P3408|P3503|P3829
问题2,101,F046,F047,穿梭,18,0.0045,0.671,P0645|P0795|P0827|P0898|P0961|P1312|P1331|P1786|P1918|P2497|P2845|P3318|P3338|P3616|P3665|P3683|P3692|P3873
问题2,102,F047,LAND,海返,18,0.0045,0.6755,P0155|P0236|P0251|P0290|P0504|P0649|P0686|P0716|P1533|P1614|P2108|P2147|P2699|P2964|P3135|P3153|P3855|P3893
问题2,103,F048,F039,穿梭,18,0.0045,0.68,P0196|P0335|P0466|P0494|P0593|P0984|P1094|P1313|P1606|P1643|P1673|P1732|P1953|P2199|P2223|P2772|P3570|P3934
问题2,104,F050,LAND,海返,18,0.0045,0.6845,P0277|P0360|P0536|P0976|P0996|P1020|P1237|P1274|P1565|P1862|P2174|P2255|P2335|P2639|P3353|P3380|P3429|P3514
问题2,105,LAND,F024,出海,18,0.0045,0.689,P0410|P0475|P0731|P0995|P1068|P1144|P1413|P1447|P1515|P1654|P2433|P2518|P2678|P2907|P2932|P3090|P3488|P3603
问题2,106,LAND,F035,出海,18,0.0045,0.6935,P0428|P0565|P0665|P0677|P0755|P1049|P1124|P1256|P1366|P1575|P1701|P1714|P2079|P2116|P2239|P2413|P3360|P3552
问题2,107,LAND,F041,出海,18,0.0045,0.698,P0227|P0326|P0377|P0519|P0657|P0794|P1479|P1556|P1742|P1850|P1978|P2178|P2650|P2871|P2966|P3089|P3423|P3954
问题2,108,LAND,F047,出海,18,0.0045,0.7025,P0172|P0547|P0610|P0788|P1073|P1092|P1173|P1303|P1357|P1404|P1464|P1613|P1616|P1839|P1981|P2110|P3311|P3909
问题2,109,F003,LAND,海返,17,0.00425,0.70675,P0136|P0160|P1408|P1620|P1634|P2040|P2082|P2651|P3275|P3323|P3355|P3609|P3648|P3707|P3812|P3978|P3995
问题2,110,F041,LAND,海返,17,0.00425,0.711,P0683|P0825|P0853|P0884|P1491|P1542|P1967|P1995|P2609|P2798|P3131|P3203|P3239|P3349|P3386|P3391|P3960
问题2,111,F042,F040,穿梭,17,0.00425,0.71525,P0092|P0313|P0669|P0861|P0934|P1224|P1272|P1449|P1572|P2025|P2144|P2167|P2763|P2899|P3115|P3748|P3781
问题2,112,F052,F048,穿梭,17,0.00425,0.7195,P0263|P0309|P0366|P0434|P0658|P1021|P1115|P1230|P1430|P1821|P1829|P1831|P2522|P2579|P2951|P3076|P3819
问题2,113,LAND,F008,出海,17,0.00425,0.72375,P0454|P0628|P0698|P0818|P0821|P1011|P1270|P1461|P1653|P1694|P2400|P2470|P2815|P2990|P3304|P3497|P3650
问题2,114,LAND,F015,出海,17,0.00425,0.728,P0269|P0409|P0513|P0605|P0969|P0998|P1080|P1364|P1506|P1774|P1782|P2091|P3098|P3234|P3836|P3939|P3985
问题2,115,F007,F002,穿梭,16,0.004,0.732,P0031|P0237|P0474|P0841|P1168|P1526|P1652|P1744|P2193|P2384|P2445|P2479|P2883|P2920|P3300|P3899
问题2,116,F008,LAND,海返,16,0.004,0.736,P0779|P0949|P1176|P1546|P1693|P1727|P1833|P2035|P2542|P2629|P2745|P3534|P3535|P3537|P3845|P3975
问题2,117,F010,F007,穿梭,16,0.004,0.74,P0167|P0670|P0878|P1010|P1096|P1317|P1712|P1836|P1993|P2100|P2437|P2693|P2994|P3199|P3675|P3896
问题2,118,F013,F002,穿梭,16,0.004,0.744,P0650|P0798|P0966|P1263|P1487|P2316|P2443|P2946|P2989|P3201|P3298|P3357|P3378|P3486|P3502|P3764
问题2,119,F028,F018,穿梭,16,0.004,0.748,P0873|P1039|P1325|P1372|P1578|P1764|P1955|P2130|P2155|P2232|P2559|P2670|P3193|P3340|P3643|P3660
问题2,120,F031,F021,穿梭,16,0.004,0.752,P0082|P0218|P0875|P1548|P1666|P2125|P2441|P2550|P2747|P2934|P3001|P3417|P3513|P3666|P3681|P3710
问题2,121,F041,F045,穿梭,16,0.004,0.756,P0477|P0783|P0940|P1041|P1043|P1239|P1433|P1977|P2349|P2350|P2391|P2634|P3258|P3709|P3864|P3972
问题2,122,F019,F033,穿梭,15,0.00375,0.75975,P0067|P0211|P0675|P1015|P1588|P1903|P2690|P2925|P2993|P3110|P3261|P3787|P3828|P3834|P3912
问题2,123,F020,F019,穿梭,15,0.00375,0.7635,P0180|P0886|P1326|P1354|P1419|P1456|P1507|P1670|P1877|P2468|P2862|P3401|P3556|P3577|P3680
问题2,124,F023,F032,穿梭,15,0.00375,0.76725,P0173|P0318|P0322|P1090|P1117|P1218|P1400|P1651|P1698|P1726|P2099|P2584|P3073|P3511|P3922
问题2,125,F026,F033,穿梭,15,0.00375,0.771,P0053|P0358|P0592|P0710|P0943|P1033|P1460|P2190|P2588|P2884|P2958|P3036|P3407|P3802|P3841
问题2,126,F040,F041,穿梭,15,0.00375,0.77475,P0285|P0296|P0963|P0990|P1911|P1934|P2136|P2211|P2234|P2919|P3016|P3078|P3129|P3561|P3915
问题2,127,F047,F049,穿梭,15,0.00375,0.7785,P0378|P0836|P0840|P0970|P1028|P1386|P1922|P2050|P2870|P3321|P3525|P3566|P3641|P3682|P3724
问题2,128,F050,F043,穿梭,15,0.00375,0.78225,P0383|P0507|P0772|P1359|P1375|P1403|P1587|P2128|P2161|P2459|P3080|P3204|P3251|P3662|P3944
问题2,129,F051,F038,穿梭,15,0.00375,0.786,P0291|P0302|P0339|P0461|P0688|P0876|P0967|P1258|P1415|P1525|P1585|P2012|P3017|P3435|P3813
问题2,130,LAND,F003,出海,15,0.00375,0.78975,P0030|P0033|P0035|P0257|P0715|P0735|P0925|P1108|P2695|P2719|P3063|P3268|P3608|P3631|P3984
问题2,131,F003,F008,穿梭,14,0.0035,0.79325,P0705|P0806|P1116|P1348|P1951|P2461|P2941|P3045|P3148|P3389|P3430|P3458|P3481|P3512
问题2,132,F009,F003,穿梭,14,0.0035,0.79675,P1057|P1098|P1102|P1289|P1306|P1411|P1599|P1896|P2412|P2694|P2855|P3290|P3951|P3990
问题2,133,F012,F015,穿梭,14,0.0035,0.80025,P0907|P0945|P0947|P1539|P1971|P2168|P2177|P2483|P2602|P2635|P2806|P3467|P3871|P3981
问题2,134,F016,F005,穿梭,14,0.0035,0.80375,P0161|P0437|P0560|P1019|P1067|P1083|P1150|P1530|P2107|P2367|P3186|P3539|P3729|P3750
问题2,135,F021,F027,穿梭,14,0.0035,0.80725,P0308|P0739|P0839|P0852|P1140|P1405|P2013|P2214|P2749|P3015|P3246|P3578|P3604|P3794
问题2,136,F032,F025,穿梭,14,0.0035,0.81075,P0485|P0692|P0931|P0941|P1154|P1240|P1356|P1691|P1809|P2613|P2631|P3219|P3498|P3753
问题2,137,F037,F040,穿梭,14,0.0035,0.81425,P0509|P0988|P1502|P1630|P1861|P2063|P2289|P2379|P2553|P2596|P2979|P3463|P3687|P3777
问题2,138,F037,F044,穿梭,14,0.0035,0.81775,P0315|P0336|P0356|P0426|P0516|P0603|P1255|P1292|P1363|P1540|P1737|P3583|P3738|P3837
问题2,139,F046,LAND,海返,14,0.0035,0.82125,P0149|P0163|P0200|P0551|P0874|P1344|P2175|P2475|P2574|P2773|P3130|P3179|P3196|P3865
问题2,140,F049,F048,穿梭,14,0.0035,0.82475,P0152|P0556|P0784|P1437|P1590|P1659|P1912|P2505|P2666|P3070|P3456|P3622|P3668|P3695
问题2,141,F008,F003,穿梭,13,0.00325,0.828,P0118|P0317|P1180|P1410|P1531|P2067|P2225|P2288|P2534|P2821|P2911|P3031|P3412
问题2,142,F015,F009,穿梭,13,0.00325,0.83125,P0117|P0614|P0765|P0902|P1121|P1222|P1360|P1510|P2112|P2277|P2510|P3173|P3733
问题2,143,F039,F052,穿梭,13,0.00325,0.8345,P0234|P1193|P1371|P1505|P1823|P3051|P3141|P3178|P3228|P3299|P3594|P3905|P3974
问题2,144,F045,F048,穿梭,13,0.00325,0.83775,P0905|P1391|P1406|P1765|P2737|P2758|P2954|P3038|P3343|P3442|P3558|P3691|P3833
问题2,145,F024,F027,穿梭,12,0.003,0.84075,P0145|P1023|P1070|P1105|P1924|P2123|P2795|P2879|P2895|P3046|P3790|P3949
问题2,146,F036,F049,穿梭,12,0.003,0.84375,P0276|P0328|P1055|P1496|P1813|P1843|P1928|P2842|P3124|P3168|P3364|P3997
问题2,147,A02,F019,出海,11,0.00275,0.8465,P0059|P0542|P0957|P1677|P2598|P2822|P3044|P3288|P3409|P3524|P3711
问题2,148,A02,F024,出海,11,0.00275,0.84925,P0213|P0307|P0433|P0499|P0729|P1905|P2195|P2535|P2572|P3190|P3872
问题2,149,F001,F005,穿梭,11,0.00275,0.852,P1618|P1631|P1777|P1802|P2060|P2081|P2404|P2504|P2623|P3033|P3766
问题2,150,F002,F004,穿梭,11,0.00275,0.85475,P0079|P1030|P1568|P1669|P2066|P2188|P2388|P2686|P3419|P3776|P3943
问题2,151,F006,F007,穿梭,11,0.00275,0.8575,P0974|P1592|P1711|P2090|P2164|P2337|P3068|P3165|P3245|P3405|P3529
问题2,152,F011,F015,穿梭,11,0.00275,0.86025,P0205|P0663|P0701|P0847|P1181|P1185|P1389|P1920|P3932|P3946|P3988
问题2,153,F018,F026,穿梭,11,0.00275,0.863,P0150|P0585|P0662|P1145|P1881|P2084|P2196|P2240|P2524|P3489|P3571
问题2,154,F025,F027,穿梭,11,0.00275,0.86575,P0122|P0398|P1938|P2567|P2897|P3195|P3335|P3390|P3399|P3881|P3918
问题2,155,F027,F021,穿梭,11,0.00275,0.8685,P0287|P0749|P1798|P2181|P2624|P2701|P2765|P2813|P2814|P3701|P3926
问题2,156,F044,F037,穿梭,11,0.00275,0.87125,P0526|P0770|P0802|P1349|P1514|P1975|P2121|P3054|P3057|P3453|P3521
问题2,157,F022,F033,穿梭,10,0.0025,0.87375,P0005|P0850|P1438|P1581|P1628|P2242|P3011|P3358|P3607|P3878
问题2,158,F029,F021,穿梭,10,0.0025,0.87625,P0168|P0207|P0346|P0400|P0576|P1127|P1586|P2184|P2760|P3661
问题2,159,F036,F046,穿梭,10,0.0025,0.87875,P0038|P0937|P0981|P1146|P1894|P2187|P2957|P3122|P3672|P3952
